date,text
2020-09-16T09:00:05,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nDADA\nReversal from All-Time Low\nBuy at: 56\nSL: < 52\nTP:59\nAlert Date: 2020-09-16\nAlert Time: 09:00:04\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-17T09:16:02,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nHEXA\nReversal from 1-Month Low\nBuy at: 3490\nSL: < 3360\nTP:3670\nAlert Date: 2020-09-17\nAlert Time: 09:16:01\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-18T09:00:03,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nMDKA\nReversal from 1-Month Low\nBuy at: 1575\nSL: < 1505\nTP:1655\nAlert Date: 2020-09-18\nAlert Time: 09:00:03\n\nTRUK\nReversal from 1-Month Low\nBuy at: 125\nSL: < 113\nTP:131\nAlert Date: 2020-09-18\nAlert Time: 09:00:03\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-18T09:16:02,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nIKAN\nReversal from 3-Month Low\nBuy at: 300\nSL: < 290\nTP:316\nAlert Date: 2020-09-18\nAlert Time: 09:16:01\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-18T09:31:02,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nBMTR\nReversal from 1-Month Low\nBuy at: 240\nSL: < 232\nTP:254\nAlert Date: 2020-09-18\nAlert Time: 09:31:02\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-18T10:22:03,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nMAPI\nReversal from 3-Month Low\nBuy at: 575\nSL: < 555\nTP:605\nAlert Date: 2020-09-18\nAlert Time: 10:22:02\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-21T09:00:04,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nDUCK\nReversal from All-Time Low\nBuy at: 260\nSL: < 250\nTP:274\nAlert Date: 2020-09-21\nAlert Time: 09:00:04\n\nMDLN\nReversal from 1-Month Low\nBuy at: 52\nSL: < 50\nTP:55\nAlert Date: 2020-09-21\nAlert Time: 09:00:04\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-21T09:16:02,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nBBCA\nReversal from 1-Month Low\nBuy at: 28625\nSL: < 27600\nTP:30075\nAlert Date: 2020-09-21\nAlert Time: 09:16:02\n\nDADA\nReversal from All-Time Low\nBuy at: 55\nSL: < 50\nTP:58\nAlert Date: 2020-09-21\nAlert Time: 09:16:02\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-21T09:37:02,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nMAPI\nReversal from 3-Month Low\nBuy at: 585\nSL: < 555\nTP:615\nAlert Date: 2020-09-21\nAlert Time: 09:37:02\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-22T09:00:03,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nWOWS\nReversal from 1-Month Low\nBuy at: 61\nSL: < 52\nTP:64\nAlert Date: 2020-09-22\nAlert Time: 09:00:02\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
