kode;skg;lo;hi;om;dev;roe;pery;epsy;pbvy;bvy;aksiy;vol;totshm;m;bl;mcap;cash;opcash;ph;ut;tcs;p
DCII;44400;32525;63800;0.5;0.0;0.3;0;0;41.5;1069;none;2000;2383749888;39892;47200;105838496710656;307686998016;807193018368;1450312990720;968992030720;129;37
KETR;191;179;294;0.5;0.0;0.1;0;0;0.5;360;none;560350;2841260032;211;202;542680678400;57081606144;-120671567872;430967095296;785015898112;20;10
DGNS;238;188;436;-0.0;0.0;-0.0;0;0;1.5;157;none;16285800;1250000000;264;284;297499983872;9665520640;18425376768;155530444800;59966177280;7;20
UFOE;280;182;310;0.0;0.0;0.1;0;0;2.9;94;none;5033820;2287500032;231;276;640500039680;9932195840;27947747328;930011611136;116948058112;4;76
BANK;905;755;1420;-0.1;0.0;-0.1;-90500.0;0;4.1;222;hold;5734100;14621899776;964;850;13232819404800;2121119956992;-2256823910400;315382988800;327509999616;152;22
WMUU;11;6;50;-0.2;0.0;-0.2;0;0;0.2;70;none;4802820;12941200384;22;10;142353203200;1228469888;-3888754432;256368459776;1261998047232;0;11
EDGE;4250;3540;11550;0.3;0.0;0.2;0;0;5.2;812;none;33060;2020249984;4194;4279;8586062200832;172541001728;294668009472;1021712990208;835649994752;85;8
UNIQ;550;187;755;0.2;0.0;0.2;0;0;4.0;137;none;44410570;3138980096;470;616;1726439096320;11824736256;157028564992;667433959424;257579171840;3;63
BEBS;5;2;50;-0.1;0.0;-0.0;0;0;0.4;12;none;16896430;44999999488;27;6;224999997440;1845777024;-174232453120;90156482560;3804470016;0;6
SNLK;835;372;915;0.1;0.0;0.0;0;0;2.2;372;none;6528370;450000000;578;711;375750000640;18781806592;10016646144;53019869184;30239954944;41;85
ZYRX;143;129;200;0.0;0.0;0.0;0;0;0.7;213;none;80660;1333330048;154;148;190666194944;6377397760;161043873792;267036344320;120704155648;4;19
LFLO;89;43;121;0.1;0.0;0.3;0;0;1.9;46;none;355710;1307730048;67;94;116387971072;14511484928;10932436992;91124654080;2301233664;11;58
FIMP;45;28;76;-0.6;0.0;-0.0;0;0;0.6;70;none;24660;400000992;46;40;18000044032;7162819;-3393404672;2249999872;164097824;0;35
TAPG;915;520;995;0.3;0.9;0.2;0;0;1.7;539;strong_buy;30371870;19852500992;649;833;18165037793280;1936046948352;2855152123904;8529565974528;1273692028928;97;83
NPGF;41;14;53;0.2;0.0;0.2;0;0;0.6;72;none;166890;3240240128;40;41;132849844224;541883456;-84519731200;95494119424;27900000256;0;69
LUCY;113;94;170;-0.2;0.0;-0.1;0;0;1.7;64;none;1281390;1514770048;126;103;171169021952;22752780288;-1291581056;98104573952;41404604416;15;25
ADCP;50;50;59;0.2;0.0;0.0;0;0;0.4;117;none;4683790;22222200832;50;50;1111110057984;174075346944;-171658231808;643403284480;1245855219712;7;0
HOPE;36;15;63;-2.2;0.0;0.0;0;0;0.0;1137;none;312730;2130360064;36;35;76692963328;346452960;6356387840;30999969792;63229558784;0;43
MGLV;69;50;92;0.2;0.0;0.2;0;0;0.9;74;none;129910;1904880000;65;68;131436716032;7321719808;-4396669952;248373706752;35027431424;3;45
TRUE;23;11;50;-0.1;0.0;-0.1;0;0;0.6;41;none;327070;7571109888;26;22;174135525376;5501813760;49098186752;104875089920;301438402560;0;30
LABA;422;50;885;-1.1;0.0;-0.0;0;0;6.5;65;none;20652290;1103399936;238;559;465634787328;11405651968;-2636142592;8323186688;2232142848;11;44
ARCI;280;199;484;0.2;0.0;-0.0;0;0;9333.3;0;strong_buy;10482740;24835000320;311;292;6953800040448;9422820;86877672;292616448;409378176;0;28
IPAC;99;69;130;0.0;0.0;0.0;0;0;2.9;34;none;2710;949868032;89;90;94036934656;21246660608;4929769472;41400086528;0;22;49
MASB;3480;3000;4050;0.3;0.0;0.1;0;0;1.3;2626;none;4910;1402009984;3362;3357;4878994767872;5564455714816;-289542733824;816458825728;0;3968;45
BMHS;286;230;396;0.0;0.3;0.0;0;0;1.5;184;strong_buy;1005680;8603419648;304;288;2460577955840;588203753472;52573487104;1550931853312;1230017921024;68;33
FLMC;86;21;102;-0.3;0.0;-0.1;0;0;0.8;101;none;274580;781249984;51;77;67187499008;2205456896;-20144715776;47119192064;2220099072;2;80
NICL;272;141;304;0.3;2.4;0.2;0;0;3.5;77;none;8594440;10635599872;217;279;2892883296256;188657385472;347106279424;1236942848000;4343772160;17;80
UVCR;70;53;179;0.0;0.0;0.1;0;0;1.4;50;none;2040510;2000140032;92;71;140009799680;14478219264;-35480723456;696040095744;47065538560;7;13
BUKA;125;107;222;-0.3;0.0;-0.0;16.108248;7;0.5;240;buy;529584320;103122001920;140;123;12890250674176;14442922246144;259654762496;4498986631168;35224043520;140;15
HAIS;230;197;270;0.1;0.0;0.2;0;0;0.9;254;none;9218510;2626249984;223;219;604037513216;144149331968;174430175232;961674412032;200006336512;54;45
OILS;102;63;169;0.0;0.0;0.0;0;0;0.5;186;none;263210;454056992;101;101;46313811968;7708790272;-7337882624;603635712000;100711227392;16;36
GPSO;260;100;262;-0.6;0.0;-0.0;0;0;3.4;76;none;17184980;666740992;147;112;173352665088;675229056;5806176768;13055161344;0;1;98
MCOL;5475;4800;6200;0.2;1.0;0.3;0;0;34651.9;0;none;24040;3555559936;5573;5489;19466689708032;205071264;177041408;825757952;102667536;0;48
RSGK;1200;795;1410;0.1;0.7;0.0;0;0;1.5;823;none;15810;929675008;1101;1204;1115610021888;101298257920;70522863616;419127197696;0;108;65
RUNS;82;43;94;-0.0;0.0;-0.1;0;0;1.3;63;none;759250;979083008;56;61;80284803072;11682774016;3675846912;27716319232;18920124416;11;76
SBMA;128;120;193;0.2;0.0;0.0;0;0;1.3;96;none;1567980;929926016;147;128;119030530048;11435231232;20529195008;127925125120;42094383104;4;10
CMNT;970;880;1200;0.0;0.0;-0.1;0;0;4.6;212;none;38610080;17125499904;1073;1008;16611734978560;417602011136;2609536040960;9245742333952;8632740085760;24;28
GTSI;39;22;54;0.3;0.0;0.1;0;0;13000.0;0;none;3798340;15819100160;40;33;616944893952;23718300;10155481;38877420;24245488;0;53
IDEA;34;27;72;0.1;0.0;0.0;0;0;0.6;59;none;230990;1062440000;42;34;36122959872;2197770496;9439266816;22191349760;13510312960;2;15
KUAS;53;50;60;0.1;0.0;0.1;0;0;0.4;121;none;1125040;1292809984;51;52;68518928384;41720619008;10453197824;172225347584;94478123008;32;30
BOBA;178;146;260;0.1;0.0;0.1;0;0;1.3;134;none;456170;1155750016;169;186;205723500544;12064915456;20481845248;176753983488;329548736;10;28
MTEL;625;550;765;0.4;0.7;0.1;21.97609;28;1.5;410;buy;15710470;81896202240;643;644;51185125949440;765874012160;7484672049152;9139449233408;18494003347456;9;34
DEPO;268;218;450;0.0;0.3;0.1;0;0;1.5;182;none;129660;6790000128;342;271;1819720024064;217091162112;58935734272;2709228355584;292184227840;31;21
BINO;180;120;338;0.0;0.0;0.0;0;0;0.9;203;none;2144160;2208430080;149;194;397517422592;7440007680;186637336576;377040994304;55648317440;3;27
CMRY;5550;3520;5950;0.2;0.5;0.2;25.03157;221;6.9;804;buy;1739870;7934680064;4883;5404;44037474091008;2585551962112;1510585008128;8667892023296;0;325;83
WGSH;91;51;110;0.1;0.0;0.1;0;0;1.7;54;none;208600;1042499968;71;91;94867496960;18999422976;2624345088;38338637824;2722280960;18;67
TAYS;68;50;129;-0.2;0.0;-0.3;0;0;0.7;95;none;1556790;1098919936;86;73;74726555648;127450320;-8493238784;189793468416;179362447360;0;22
WMPP;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
RMKE;550;448;695;0.2;0.0;0.2;0;0;1.5;372;none;3190550;4375000064;551;577;2406249922560;28325404672;266437459968;2508666699776;450436071424;6;41
OBMD;216;214;300;0.2;0.0;0.2;0;0;1.1;201;none;689970;805993024;256;231;174094499840;75195162624;35292442624;165080776704;10619294720;93;2
AVIA;482;422;610;0.2;0.8;0.2;16.061314;30;3.1;157;buy;25426260;61195198464;515;482;29496086364160;5498209828864;1406402035712;7129455919104;37333999616;89;31
IPPE;14;6;50;-0.6;0.0;0.0;0;0;0.2;62;none;0;4600000000;23;13;64399998976;704332032;7133916160;27242565632;6015041024;0;18
NASI;87;50;226;0.0;0.0;0.0;0;0;1.1;76;none;12193920;807400000;108;96;70243803136;792046208;-3021263104;99524141056;20869343232;0;21
BSML;125;89;246;0.1;0.0;0.1;0;0;1.8;68;none;73525940;1850230016;136;106;231278755840;18003003392;30070310912;275759955968;81697112064;9;22
DRMA;1060;815;1725;0.1;0.3;0.2;0;0;2.3;455;buy;2597980;4705880064;1072;1104;4988232794112;383706464256;708231364608;5318025150464;502669869056;81;26
ADMR;1390;1120;1600;0.4;0.0;0.5;7.1413894;194;57916.7;0;buy;24064260;40882298880;1368;1382;56826393526272;484780864;437691264;1206340352;208025056;0;56
SEMA;89;88;142;0.0;0.0;0.1;0;0;0.8;112;none;3635930;1347260032;116;101;119906140160;2123844352;-1995615104;181579563008;54023163904;1;1
ASLC;99;58;127;0.1;0.0;0.1;0;0;1.7;57;buy;14394370;12746399744;97;101;1261893582848;374225043456;41687707648;847087992832;12284860416;29;59
NETV;165;62;278;-0.7;0.0;0.0;0;0;0.0;-14;none;2970455;41360498688;146;174;6824482308096;27783802880;-45839564800;221937336320;1272034230272;0;47
BAUT;17;12;50;-0.0;0.0;-0.0;0;0;0.4;41;none;748270;4800139776;26;18;81602379776;185673456;3456665856;170328637440;21860890624;0;13
ENAK;575;498;1495;-0.1;0.0;0.1;0;0;4.7;121;strong_buy;2884410;2166670080;1043;829;1245835296768;19454783488;159812534272;1557817458688;556139872256;8;7
NTBK;50;50;93;0.0;0.0;0.0;0;0;1.5;34;none;24990;2700059904;50;50;135002996736;7229994496;-22607783936;87737688064;5684803584;2;0
SMKM;80;42;101;0.0;0.0;0.0;0;0;0.5;162;none;1132940;1252999936;57;79;100239998976;75176460288;-30740066304;97455996928;89560000;59;64
STAA;905;700;940;0.3;0.3;0.2;0;0;2.0;459;buy;17742320;10903400448;798;852;9867577262080;1083156004864;1569360052224;5860651171840;1503333974016;99;85
NANO;18;12;20;0.1;0.0;0.0;0;0;0.5;38;none;716460;4285230080;15;17;77134143488;2149544192;-2443881728;110411292672;12442992640;0;75
BIKE;545;350;800;0.1;0.0;0.2;0;0;5.5;99;none;2057880;1293920000;551;603;705186430976;23026312;23029178368;351813500928;12292795392;0;43
WIRG;117;72;143;0.1;0.0;0.1;0;0;2.0;59;strong_buy;329929640;11938599936;96;98;1396816216064;114045698048;151877419008;2516296400896;59671748608;9;63
SICO;104;80;135;0.2;0.0;0.1;0;0;0.8;131;none;6275720;910052992;99;108;94645510144;29001965568;12912339968;100175765504;15557861376;31;43
GOTO;68;50;116;-0.1;0.0;-1.2;-12.781955;-5;2.1;31;buy;3761886240;1077689974784;65;62;73282921431040;20992638320640;-1162102046720;15937350664192;4756455030784;19;27
TLDN;550;376;640;0.3;0.2;0.3;0;0;2.8;198;none;787600;12946499584;463;500;7120575004672;359927283712;1412915265536;3956851081216;1273073762304;27;65
MTMH;1065;1000;1410;0.0;0.0;0.0;0;0;1.6;682;none;6999970;2068530048;1198;1076;2202984513536;3015868672;175942696960;1018631028736;584330117120;1;15
WINR;16;7;50;-0.4;0.0;0.1;0;0;0.2;64;none;1101400;5235290112;24;16;83764641792;14297265152;9088096256;29744297984;83874217984;2;20
IBOS;83;74;1000;0.2;0.0;0.0;0;0;2.0;42;none;15743560;8036810240;339;125;667055226880;3666027264;-4940148736;72668037120;22009858048;0;0
OLIV;11;4;13;-0.4;0.0;-0.1;0;0;0.4;25;none;1401550;1900070016;7;10;20900769792;369000192;880196224;14623686656;8543442944;0;77
ASHA;14;9;50;-0.0;0.0;-0.2;0;0;0.4;32;none;3636110;5000000000;30;14;70000001024;1915015552;-15558957056;303023947776;10674656256;0;12
SWID;74;63;105;0.3;0.0;0.1;0;0;1.8;42;none;963910;5385019904;73;75;398491484160;24228042752;-32743794688;143966142464;92188065792;4;26
TRGU;202;145;228;0.0;0.0;-0.0;0;0;1.6;125;none;237680;7945410048;199;199;1604972838912;703788672;-108065316864;6345306669056;1875345932288;0;68
ARKO;1050;655;1315;0.3;0.0;0.1;0;0;6.4;164;none;1330350;2928499968;945;1032;3074925002752;35875024896;-166650003456;200061714432;662088056832;12;59
CHEM;74;57;140;-0.0;0.0;0.0;0;0;1.1;69;none;1167770;1700029952;85;76;125802217472;10032736256;-1211193728;162698952704;25263413248;5;20
DEWI;84;52;119;0.1;0.0;0.0;0;0;1.1;76;none;28121150;2000000000;68;80;167999995904;10710176768;-11218931712;96548732928;21436852224;5;47
AXIO;122;110;252;0.1;0.0;0.1;0;0;1.4;85;none;404090;5840130048;172;128;712495857664;15127135232;81833975808;1195197857792;154864386048;2;8
KRYA;55;50;79;0.1;0.0;0.1;0;0;0.9;62;none;722930;1663939968;53;55;91516698624;19706896384;-40427487232;207163277312;55969468416;11;17
HATM;308;210;360;0.3;0.2;0.2;0;0;2.3;136;none;43122040;7000000000;261;273;2156000051200;313746751488;200173404160;747351179264;229763743744;44;65
RCCC;520;100;520;0.2;0.0;0.1;0;0;9.3;55;none;8320570;787500032;213;337;409500024832;429775328;33645287424;80873259008;45831487488;0;100
GULA;356;278;1040;0.0;0.0;0.0;0;0;2.5;140;none;5076030;1070360000;544;479;381048160256;35578880000;-17004084224;274015092736;74954285056;33;10
JARR;314;195;580;0.1;0.0;0.1;0;0;1.8;173;none;43757130;9230659584;285;281;2898427117568;131989446656;100596195328;3981111721984;1862939836416;14;30
AMMS;24;17;58;-0.1;0.0;0.0;0;0;0.4;57;none;256360;1200060032;25;23;28801441792;22532577280;-1000734912;10309548032;0;18;17
RAFI;28;17;53;0.1;0.0;0.1;0;0;0.3;97;none;2027650;3128140032;37;26;87587921920;18302238720;-6641161728;471110778880;62197518336;5;30
KKES;26;16;55;-0.0;0.0;0.0;0;0;0.6;44;none;130970;1500000000;39;31;38999998464;957966528;5991384064;228565254144;18373853184;0;25
ELPI;364;250;398;0.1;0.2;0.1;0;0;1.5;249;none;2851810;7411999744;306;360;2697967960064;343182999552;110486003712;1238752034816;315343011840;46;77
EURO;224;65;308;0.2;0.0;0.1;0;0;10.7;21;none;20853340;2548829952;193;219;570937901056;22278516736;9403229184;26951884800;0;8;65
KLIN;147;10;147;0.1;0.0;0.1;0;0;5.6;26;none;15956960;1307529984;26;48;192206913536;133038800;57578572;22088671232;8649914368;0;99
TOOL;53;50;72;0.1;0.0;0.1;0;0;0.6;94;none;471420;2050019968;56;54;108651061248;4931741184;18385340416;139820630016;22607228928;2;13
BUAH;1465;1020;2200;0.0;0.7;0.2;0;0;8.2;179;none;289700;1000000000;1545;1435;1465000001536;109437566976;3314610688;2013073113088;1431110144;109;37
CRAB;258;212;334;0.1;0.0;0.1;0;0;2.6;99;none;2814040;1950000000;269;259;503100014592;23803074560;18501447680;598027403264;64609587200;12;37
MEDS;50;50;91;-1.3;0.0;-0.0;0;0;1.3;38;none;16670;1562499968;50;50;78124998656;412755328;7929306112;17288523776;5833873920;0;0
COAL;34;20;65;0.2;0.0;0.1;0;0;0.7;52;none;2924630;6249999872;41;34;212499988480;23592030208;-34021361664;486457245696;148959559680;3;31
PRAY;635;590;730;0.1;0.0;0.1;0;0;2.9;215;none;26990;13959400448;649;622;8864219004928;1049981026304;224800997376;1996375982080;1309205987328;75;32
CBUT;1180;800;2560;-0.0;0.6;0.1;0;0;4.2;281;none;2420;3124999936;1376;1274;3687499956224;865632976896;3537999872;9971116802048;2743304978432;277;21
BELI;450;448;560;-0.2;0.0;-0.4;0;0;8.3;54;hold;781670;128111001600;462;451;57649949310976;3609206980608;-3274676109312;15387076853760;2885160009728;28;1
MKTR;124;110;196;0.1;0.2;0.1;0;0;2.6;48;none;2431330;12052400128;124;121;1494497624064;138039476224;102748348416;885429305344;670596988928;11;16
OMED;176;170;228;0.2;0.3;0.1;0;0;2.1;84;none;6826590;27058800640;192;178;4762349076480;1285238030336;410471661568;1805296205824;179952369664;47;10
BSBK;57;48;104;0.4;0.3;0.0;0;0;0.8;68;none;872849750;25091899392;58;59;1430238265344;12298726400;56496889856;375777067008;400520216576;0;16
PDPP;645;245;760;0.1;0.0;0.1;0;0;5.1;127;none;12385590;3061339904;531;607;1974564290560;35414773760;60925919232;447187189760;48795185152;11;77
KDTN;127;80;150;0.1;0.0;0.0;0;0;2.4;53;none;219650;1250019968;112;121;158752538624;14603470848;-1484574720;31689441280;3800015872;11;67
ZATA;8;6;50;0.0;0.0;0.0;0;0;0.1;62;none;1739040;8496000000;21;9;67968000000;7740109312;20413913088;206374518784;107414429696;0;4
NINE;10;4;12;-1.9;0.0;-0.1;0;0;0.5;18;none;7280180;2156999936;7;8;21569998848;1181289344;-167660736;4485948928;1796931200;0;75
MMIX;74;50;200;-0.4;0.0;-0.2;0;0;1.1;67;none;1892460;2400209920;75;70;177615536128;15403942912;-52503699456;128493035520;194859384832;6;16
PADA;13;9;50;0.0;0.0;-0.1;0;0;5.7;2;none;1410090;3150000128;32;15;40950001664;29093812224;5104880640;894417502208;80801267712;0;9
ISAP;9;6;12;0.0;0.0;0.0;0;0;0.2;42;none;3976270;4020080128;9;9;36180721664;1693304704;1383680512;41350881280;5771376128;0;50
VTNY;185;111;356;0.2;0.0;-0.0;0;0;6.7;27;none;40158140;6265189888;157;143;1159060127744;161179041792;86451011584;267946393600;740445192192;11;30
SOUL;33;8;37;-0.5;0.0;-0.1;0;0;0.9;35;none;5627660;1082530048;19;17;35723493376;7084955136;-2542819584;4431214592;1998061824;6;86
ELIT;135;76;158;0.1;0.0;0.3;0;0;2.1;64;none;22323950;2031529984;103;113;274256543744;50152042496;98079178752;429040992256;18606632960;24;71
BEER;184;180;336;-0.3;0.0;0.0;0;0;3.2;57;none;74250;4000000000;238;194;736000016384;11362083840;-20420448256;39705268224;9163793408;2;2
CBPE;185;110;232;0.6;0.0;0.3;0;0;1.0;186;none;1280320;1356249984;145;186;250906247168;98429927424;84052434944;116162904064;22619226112;72;61
SUNI;815;302;1080;0.3;0.0;0.3;0;0;2.9;276;none;2741290;2500000000;560;802;2037499953152;171631820800;201663463424;1021576282112;60277780480;68;65
CBRE;20;13;54;-0.2;0.0;-0.1;0;0;0.6;36;none;697810;4538059776;30;21;90761199616;7528846848;-3320440576;50969214976;168625192960;1;17
WINE;362;250;540;0.3;0.1;0.2;0;0;3.3;110;none;602240;2710000128;345;335;981020049408;10203440128;-1235513472;276210089984;95447375872;3;38
BMBL;13;4;27;0.1;0.0;-0.0;0;0;0.2;76;none;1585170;1030080000;12;13;13391040512;190429952;-443315616;16722109440;1476749952;0;39
PEVE;240;146;370;0.0;0.0;0.2;0;0;1.7;141;none;765400;1765619968;219;238;423748796416;4229163520;-22740449280;2778429128704;99186434048;2;41
LAJU;50;50;74;0.0;0.0;0.1;0;0;0.8;61;none;261320;2149939968;51;50;107496996864;50244100096;-5244425216;180150878208;73136398336;23;0
FWCT;132;53;173;-0.0;0.0;0.3;0;0;0.9;153;none;26860560;1875000064;104;107;247500013568;11038018560;-9659908096;1088850034688;224502890496;5;65
NAYZ;22;14;29;0.1;0.0;0.0;0;0;0.8;28;none;1339440;2550010112;21;23;56100220928;11457764352;5683589120;51103178752;372759776;4;53
IRSX;12;9;65;0.0;0.0;-0.0;0;0;0.4;33;none;4436160;5000350208;30;14;60004204544;29685352448;-3190075392;610677882880;104071576;5;5
PACK;97;25;97;0.1;0.0;0.0;0;0;2.7;36;none;18508510;1537549952;36;43;149142339584;5131585024;6683023360;56602836992;7198718976;3;100
VAST;71;55;100;0.4;0.0;0.3;0;0;0.6;122;none;1481360;3055709952;73;71;216955404288;3161057024;4858660352;34785386496;84232986624;1;35
CHIP;1330;1300;2950;0.1;0.5;0.1;0;0;17.1;77;none;90530;806000000;1839;1353;1071980019712;15282378752;1906226048;202424844288;36704526336;18;1
HALO;67;31;85;0.2;0.0;0.1;0;0;2.2;30;none;19379620;5650010112;56;71;378550681600;16874487808;31566458880;179140919296;0;2;66
KING;173;102;196;0.1;0.0;0.1;0;0;4.4;39;none;1003100;2600209920;156;170;449836318720;65409847296;2964116224;254649040896;21925054464;25;75
PGEO;1080;990;1500;0.6;0.7;0.1;16.646116;64;22500.0;0;buy;10904950;41507999744;1202;1140;44828641460224;657646976;250164992;404113984;744982976;0;17
FUTR;77;7;94;0.0;0.0;-0.0;0;0;3.3;23;none;13235340;6390099968;42;60;492037701632;131359280;-9454918656;100114276352;2988049152;0;80
HILL;2120;940;3380;0.1;0.5;0.2;0;0;4.3;498;buy;2427360;2948300032;2362;2170;6250395860992;79837003776;607994970112;4143319089152;2428545007616;27;48
BDKR;545;494;1000;0.1;0.3;0.1;0;0;8.3;65;none;19181970;4725100032;661;900;2575179448320;71920320512;-112260841472;523477614592;373199994880;5;10
PTMP;71;52;338;0.3;2.6;0.1;0;0;1.3;55;none;11829620;3169200128;144;83;225013202944;18383030272;12027304960;180640989184;42768654336;5;6
SAGE;15;9;50;0.1;0.0;0.0;0;0;0.4;35;none;4668790;8033269760;30;14;120499044352;1405540736;-10380801024;18750713856;22242605056;0;14
TRON;107;81;338;0.1;0.0;0.0;0;0;1.5;73;none;4891140;2951290112;168;100;315788034048;41144332288;66004979712;137166536704;36407230464;13;10
CUAN;7400;4430;13750;0.1;0.0;0.2;0;0;49.7;148;none;6508960;11241900032;7950;8005;83190060417024;201976000;29968832;331767680;527984992;0;31
NSSS;212;155;236;0.2;0.0;0.1;0;0;4.7;45;none;66072580;23801600000;191;200;5045939077120;287006785536;295427473408;1222032490496;2117961121792;12;70
GTRA;126;96;442;0.3;0.0;0.2;0;0;0.8;163;none;1346760;1894380032;146;125;238691876864;9393862656;62676983808;426346643456;585168584704;4;8
HAJJ;100;94;169;0.1;0.0;0.1;0;0;1.3;74;none;800610;2290530048;123;123;229053005824;4157073664;-12517093376;702939594752;17971691520;1;8
PIPA;10;6;50;-0.4;0.0;-0.0;0;0;0.2;42;none;3139290;3425029888;29;10;34250299392;10763281408;-26211557376;26961874944;15803052032;3;9
NCKL;885;760;1125;0.3;0.2;0.3;0;0;2.2;406;buy;9534940;63098601472;924;901;55842263007232;5859192078336;8358092865536;26419266584576;8701298081792;92;34
MENN;19;7;79;0.2;0.0;0.0;0;0;0.6;30;none;7851890;1434050048;11;17;27246950400;4059409920;4778835968;5345007616;0;2;16
AWAN;352;240;378;0.0;0.0;0.1;0;0;13.0;27;none;19630500;3435000064;314;327;1209120063488;19607736320;-12809243648;42567356416;955239232;5;81
MBMA;540;476;730;0.1;0.0;0.0;0;0;38571.4;0;buy;51029520;107994996736;579;543;58317296631808;247164832;66145056;1898997632;597434880;0;25
RAAM;418;376;770;0.0;0.0;-0.0;0;0;1.9;220;none;2486050;6813620224;510;487;2848093372416;126756896768;-57885732864;366050770944;193260814336;20;10
DOOH;56;50;192;0.3;0.0;0.0;0;0;1.9;28;none;193646410;7737560064;62;57;433303355392;21682913280;2218090496;158948769792;6627913216;2;4
JATI;50;50;77;0.0;0.0;0.0;0;0;0.9;53;none;97680;3262510080;50;50;163125510144;33206151168;-71690911744;520864661504;9632023552;10;0
TYRE;128;107;159;0.1;0.0;0.1;0;0;1.5;87;none;549950;3478040064;128;129;445189128192;54652276736;51709046784;528706863104;139002527744;15;40
MPXL;106;84;312;0.2;0.0;0.1;0;0;2.8;37;none;1614730;2000009984;140;107;212001062912;3687825152;14597692416;190461280256;84792467456;1;9
SMIL;228;97;376;0.1;0.0;0.1;0;0;2.7;82;none;153254950;8750159872;194;234;1995036426240;112785309696;263273086976;361423405056;104972525568;12;46
KLAS;210;63;304;0.0;0.0;0.0;0;0;2.1;99;none;7635630;2164999936;130;213;454649970688;0;0;0;0;0;60
MAXI;55;37;62;0.1;0.0;-0.0;0;0;3.6;15;none;2210980;9610059776;52;55;528553279488;14280126464;-16795334656;95084576768;56618332160;1;72
VKTR;140;80;244;0.0;0.0;0.0;0;0;5.8;24;none;72630790;43749998592;132;143;6124999802880;364004999168;-236557991936;816675028992;264305000448;8;36
RELF;18;13;42;0.1;0.0;0.0;0;0;0.4;40;none;6440380;5727830016;16;16;103100940288;7659941888;4549955584;44474798080;31114567680;1;17
AMMN;9025;5850;15000;0.6;0.0;0.1;0;0;130797.1;0;none;19361460;72518197248;9723;9893;654476713132032;1333030016;299280992;3001460992;3818792960;0;34
CRSN;105;90;147;0.2;0.0;0.1;0;0;1.4;76;none;2299910;2892000000;102;102;303660007424;21209311232;30560063488;440516182016;75432148992;7;26
GRPM;51;35;69;0.0;0.0;0.1;0;0;1.1;45;none;331260;1545059968;47;52;78798061568;27400894464;22366339072;497757487104;3227039488;17;47
WIDI;12;6;68;0.1;0.0;-0.0;0;0;0.4;29;none;3384320;1600029952;16;11;19200360448;11545525248;-2197589504;10301409280;1699225088;7;9
TGUK;50;50;162;0.0;0.0;0.0;0;0;1.0;49;none;3570960;3571450112;68;51;178572509184;3094313728;-12760135680;132243865600;10006400000;0;0
INET;73;50;220;0.2;0.0;0.0;0;0;2.6;28;none;329547390;7500060160;62;74;547504390144;61665153024;2989314560;32398686208;3335441152;8;13
MAHA;183;163;262;0.2;0.5;0.2;0;0;1.7;108;none;21141380;16666000384;195;185;3049878192128;287191269376;344631345152;2450969067520;345197838336;17;20
RMKO;204;194;300;-0.0;0.0;0.0;0;0;1.1;188;none;766010;1250000000;220;214;255000002560;4782907904;-35860750336;248448172032;222239424512;3;9
CNMA;200;190;286;0.2;0.8;0.2;10.928962;18;3.6;55;buy;20284740;83344998400;227;214;16668999811072;2337098956800;1698435039232;5693496098816;1682297978880;28;10
FOLK;54;50;87;-0.8;0.0;0.0;0;0;2.0;26;none;24253620;3948140032;59;52;213199568896;1853021056;-27280334848;23444756480;1430818944;0;10
HBAT;37;23;47;0.3;0.0;0.0;0;0;0.5;71;none;664000;1040739968;34;32;38507380736;4595189760;-14363264000;40897638400;23993034;4;58
GRIA;145;89;232;0.1;0.0;0.0;0;0;2.8;52;none;66228570;7375719936;160;180;1069479362560;7206360576;-7813661184;56783278080;30179000320;1;39
PPRI;112;51;186;0.0;0.0;0.0;0;0;1.3;86;none;36183860;1075030016;106;105;120403361792;41904136192;-4859154944;129726357504;8925849600;38;45
ERAL;274;197;380;0.1;0.0;0.0;0;0;0.9;302;none;5376890;5187500032;265;264;1421375045632;434380537856;402779406336;4466693111808;118384902144;83;42
CYBR;314;162;448;-0.2;0.0;-0.6;0;0;37.6;8;none;20653690;6449580032;302;324;2025168175104;5072402432;-41739415552;237788151808;58040762368;0;53
MUTU;76;52;117;0.1;0.0;0.2;0;0;1.1;66;none;3979440;3142880000;83;80;238858878976;44071018496;48877760512;310771777536;45790232576;14;36
LMAX;30;13;220;0.0;0.0;0.0;0;0;0.4;77;none;1725810;650009024;54;30;19500271616;30136193024;-4283218176;62407376896;8419512320;46;8
HUMI;64;50;178;0.1;0.2;0.0;0;0;8000.0;0;none;176896720;18046500864;81;60;1154976055296;39700884;20098438;115256224;77637864;0;10
MSIE;12;10;40;0.2;0.0;-0.0;0;0;0.2;77;none;1663770;1460080000;18;14;17520959488;11998269440;-2869856000;5494188032;11125469184;8;6
RSCH;370;116;410;0.0;0.0;0.0;0;0;6.5;56;none;3044160;2649999872;235;356;980499955712;4569405952;6648270336;47331909632;0;1;86
BABY;270;81;278;-0.1;0.0;0.0;0;0;1.4;194;none;1273330;2616229888;181;220;706382069760;54777589760;-8208567296;1026313027584;215135780864;20;95
AEGS;32;21;133;0.0;0.0;0.0;0;0;0.5;67;none;529450;1006080000;52;34;32194560000;23595534336;1390691712;31484403712;2691701760;23;9
