Kode,Sektor,KodeInd,SubIndustri,Nama Emiten,Sharia,Tanggal,Tahun Buku,Tipe Lap,Opini,Aset,Utang,Modal,Penjual,EBTRP,Proft,ProftOwner,EPSRP,BVRP,PER,PBV,DER,ROA(%),ROE(%),NPM(%)
ADMR,Energy,A121,Coal Production,Adaro Minerals Indonesia Tbk,S,12/31/2023,Dec,A,WTM,26176,10149,16026,16766,8699,6806,6809,167,392,8,3.34,0.63,26,42,41
ADRO,Energy,A121,Coal Production,Adaro Energy Indonesia Tbk,S,12/31/2023,Dec,A,WTM,161688,47304,114384,100625,35421,28637,25342,792,3576,3,0.76,0.41,16,22,25
AIMS,Energy,A121,Coal Production,Akbar Indo Makmur Stimec Tbk,S,12/31/2023,Dec,A,WTM,4,2,2,10,-17,-14,-14,-63,8,-9,64.65,1.14,-354,-756,-141
AKRA,Energy,A112,Oil & Gas Storage & Distribution,AKR Corporindo Tbk.,S,12/31/2023,Dec,A,WTM,30255,16212,14043,42087,3687,3078,2780,139,700,12,2.46,1.15,9,20,7
APEX,Energy,A131,Oil & Gas Drilling Service,Apexindo Pratama Duta Tbk,S,09/30/2023,Dec,U,,3991,2947,1044,726,-9,17,17,-9,356,-18,0.46,2.82,-1,-3,-4
ARII,Energy,A121,Coal Production,Atlas Resources Tbk,S,09/30/2023,Dec,U,,7378,6288,1090,3070,1,0,-20,-24,318,-11,0.85,5.77,-1,-8,-3
ARTI,Energy,A132,Oil. Gas & Coal Equipment & Services,Ratu Prabu Energi Tbk,S,09/30/2023,Dec,U,,637,791,-154,98,2,2,1,2,-20,2,-0.15,-5.13,2,0,13
BBRM,Energy,A122,Coal Distribution,Pelayaran Nasional Bina Buana Raya Tbk,S,12/31/2023,Dec,A,WTM,537,78,460,163,64,62,62,7,54,9,1.25,0.17,12,14,38
BESS,Energy,A122,Coal Distribution,Batulicin Nusantara Maritim Tbk,S,09/30/2023,Dec,U,,685,141,545,262,52,51,51,21,158,9,1.19,0.26,11,13,28
BIPI,Energy,A111,Oil & Gas Production & Refinery,Astrindo Nusantara Infrastruktur Tbk,S,09/30/2023,Dec,U,,28988,17889,11099,7640,888,545,537,6,174,14,0.47,1.61,1,3,5
BOSS,Energy,A121,Coal Production,Borneo Olah Sarana Sukses Tbk,S,09/30/2023,Dec,U,,631,797,-167,142,-127,-127,-127,-130,-119,0,-0.42,-4.78,-29,0,-128
BSML,Energy,A122,Coal Distribution,Bintang Samudera Mandiri Lines Tbk,S,09/30/2023,Dec,U,,253,135,118,233,15,12,12,9,64,17,2.56,1.15,7,15,7
BSSR,Energy,A121,Coal Production,Baramulti Suksessarana Tbk,S,12/31/2023,Dec,A,WTM,6306,2562,3744,17513,3406,2505,2505,957,1431,4,2.62,0.68,40,67,14
BULL,Energy,A112,Oil & Gas Storage & Distribution,Buana Lintas Lautan Tbk,S,09/30/2023,Dec,U,,5577,3393,2184,1670,381,380,380,-26,155,-4,0.67,1.55,-7,-17,-22
BUMI,Energy,A121,Coal Production,Bumi Resources Tbk,S,12/31/2023,Dec,A,WTM,64885,22046,42840,25937,1186,415,169,0,115,185,0.73,0.51,0,0,1
BYAN,Energy,A121,Coal Production,Bayan Resources Tbk,S,12/31/2023,Dec,A,WTM,53177,22626,30551,55293,25211,19755,19122,574,917,33,20.73,0.74,36,63,35
CANI,Energy,A122,Coal Distribution,Capitol Nusantara Indonesia Tbk,S,12/31/2023,Jun,U,,218,689,-471,29,-11,-11,-11,-61,-566,-1,-0.07,-1.46,-23,0,-175
CNKO,Energy,A122,Coal Distribution,Exploitasi Energi Indonesia Tbk,S,12/31/2023,Dec,A,WTM,976,2303,-1327,1742,-34,-42,-41,-5,-148,-7,-0.23,-1.74,-4,0,-2
COAL,Energy,A121,Coal Production,PT Black Diamond Resources Tbk,S,09/30/2023,Dec,U,,717,385,332,523,53,43,42,5,53,9,0.94,1.16,5,10,6
DEWA,Energy,A132,Oil. Gas & Coal Equipment & Services,Darma Henwa Tbk,S,09/30/2023,Dec,LR,,8137,4885,3252,5423,19,13,13,-5,149,-12,0.42,1.5,-1,-4,-2
DOID,Energy,A132,Oil. Gas & Coal Equipment & Services,Delta Dunia Makmur Tbk,S,12/31/2023,Dec,A,WTM,28942,24733,4209,28305,932,556,556,64,488,6,0.84,5.88,2,13,2
DSSA,Energy,A121,Coal Production,Dian Swastatika Sentosa Tbk,S,09/30/2023,Dec,A,WTM,40054,15449,24605,63393,15643,11609,5820,12705,31932,10,3.85,0.63,24,40,15
DWGL,Energy,A122,Coal Distribution,Dwi Guna Laksana Tbk,S,12/31/2023,Dec,A,WTM,1844,1688,156,3261,24,16,16,2,17,65,6.45,10.79,1,10,0
ELSA,Energy,A131,Oil & Gas Drilling Service,Elnusa Tbk,S,12/31/2023,Dec,A,WTM,9601,5185,4416,12564,647,503,503,69,605,6,0.64,1.17,5,11,4
ENRG,Energy,A111,Oil & Gas Production & Refinery,Energi Mega Persada Tbk,S,09/30/2023,Dec,U,,19000,10330,8670,4590,1125,705,708,43,349,5,0.62,1.19,6,12,23
FIRE,Energy,A122,Coal Distribution,Alfa Energi Investama Tbk,S,09/30/2023,Dec,U,,380,179,201,104,-16,-13,-13,-64,137,-1,0.67,0.89,-25,-47,-91
GEMS,Energy,A121,Coal Production,Golden Energy Mines Tbk,S,09/30/2023,Dec,A,WTM,17798,8195,9603,31825,7838,6095,5983,1596,1632,4,3.61,0.85,53,98,30
GTBO,Energy,A121,Coal Production,Garda Tujuh Buana Tbk,S,09/30/2023,Dec,U,,1068,193,875,685,218,164,164,94,350,4,1.08,0.22,22,27,34
GTSI,Energy,A112,Oil & Gas Storage & Distribution,GTS Internasional Tbk,S,09/30/2023,Dec,U,,1605,661,943,263,102,99,82,5,60,10,0.84,0.7,5,8,30
HITS,Energy,A112,Oil & Gas Storage & Distribution,Humpuss Intermoda Transportasi Tbk,S,09/30/2023,Dec,U,,4110,2458,1653,1267,184,167,172,27,233,14,1.62,1.49,5,12,15
HRUM,Energy,A121,Coal Production,Harum Energy Tbk,S,09/30/2023,Dec,LR,,22850,5380,17470,9950,3069,2245,1661,203,1292,7,1.04,0.31,12,16,28
INDY,Energy,A121,Coal Production,Indika Energy Tbk,S,09/30/2023,Dec,U,,48405,27290,21115,35600,3171,1854,1453,644,4053,2,0.37,1.29,7,16,9
INPS,Energy,A112,Oil & Gas Storage & Distribution,Indah Prakasa Sentosa Tbk,S,09/30/2023,Dec,U,,301,231,69,207,50,50,49,-36,107,-4,1.23,3.34,-8,-33,-11
ITMA,Energy,A132,Oil. Gas & Coal Equipment & Services,SUMBER ENERGI ANDALAN Tbk,S,12/31/2023,Dec,A,WTM,3500,233,3267,4,32,32,34,34,3270,27,0.28,0.07,1,1,890
ITMG,Energy,A121,Coal Production,Indo Tambangraya Megah Tbk,S,12/31/2023,Dec,A,WTM,33778,6165,27613,36657,9944,7714,7725,6836,24438,4,1.09,0.22,23,28,21
KKGI,Energy,A121,Coal Production,Resource Alam Indonesia Tbk,S,12/31/2023,Dec,A,WTM,3096,945,2151,4549,604,414,415,83,430,4,0.77,0.44,13,19,9
KOPI,Energy,A112,Oil & Gas Storage & Distribution,Mitra Energi Persada Tbk,S,09/30/2023,Dec,U,,319,217,102,151,7,4,4,6,146,64,2.52,2.13,1,4,3
LEAD,Energy,A112,Oil & Gas Storage & Distribution,Logindo Samudramakmur Tbk,S,09/30/2023,Dec,U,,2010,1641,370,376,-78,-82,-82,-29,91,-2,0.73,4.44,-6,-31,-31
MBAP,Energy,A121,Coal Production,Mitrabara Adiperdana Tbk,S,12/31/2023,Dec,A,WTM,3543,876,2668,3460,475,335,335,273,2174,12,1.53,0.33,9,13,10
MBSS,Energy,A122,Coal Distribution,Mitrabahtera Segara Sejati Tbk,S,12/31/2023,Dec,A,WTM,3814,560,3255,976,380,380,380,217,1860,5,0.55,0.17,10,12,39
MCOL,Energy,A121,Coal Production,Prima Andalan Mandiri Tbk,S,12/31/2023,Dec,A,WTM,11500,2458,9042,14158,4554,3627,3517,989,2543,6,2.28,0.27,31,39,25
MEDC,Energy,A111,Oil & Gas Production & Refinery,Medco Energi Internasional Tbk,S,09/30/2023,Dec,U,,105828,74923,30904,25860,7762,3985,3754,236,1229,6,1.16,2.42,6,19,23
MTFN,Energy,A112,Oil & Gas Storage & Distribution,Capitalinc Investment Tbk,S,09/30/2022,Dec,U,,806,852,-46,311,-10,-13,-13,0,-1,0,-34.8,-18.61,0,0,-1
MYOH,Energy,A132,Oil. Gas & Coal Equipment & Services,Samindo Resources Tbk,S,09/30/2023,Dec,U,,2655,280,2375,1469,215,179,179,112,1077,18,1.84,0.12,9,10,17
PGAS,Energy,A112,Oil & Gas Storage & Distribution,Perusahaan Gas Negara Tbk,S,12/31/2023,Dec,A,WTM,101886,47225,54660,56295,8088,5815,4293,177,2255,8,0.6,0.86,4,8,8
PKPK,Energy,A132,Oil. Gas & Coal Equipment & Services,Perdana Karya Perkasa Tbk,S,12/31/2023,Dec,A,WTM,251,8,243,58,-6,-6,-6,-5,203,-65,1.63,0.03,-2,-3,-11
PSSI,Energy,A122,Coal Distribution,Pelita Samudera Shipping Tbk,S,12/31/2023,Dec,A,WTM,3148,544,2603,1581,710,631,630,116,481,4,1.05,0.21,20,24,40
PTBA,Energy,A121,Coal Production,Bukit Asam Tbk,S,12/31/2023,Dec,A,WTM,38765,17202,21563,38489,8154,6293,6106,530,1872,6,1.59,0.8,16,28,16
PTIS,Energy,A122,Coal Distribution,Indo Straits Tbk,S,09/30/2023,Dec,U,,631,316,315,124,27,15,15,24,572,10,0.41,1.0,2,4,11
PTRO,Energy,A132,Oil. Gas & Coal Equipment & Services,Petrosea Tbk,S,09/30/2023,Dec,U,,11093,7474,3619,6486,184,166,164,330,3588,13,1.17,2.07,3,9,5
RAJA,Energy,A112,Oil & Gas Storage & Distribution,Rukun Raharja Tbk,S,12/31/2023,Dec,A,WTM,5074,2688,2386,3146,628,419,395,94,564,15,2.42,1.13,8,17,13
RIGS,Energy,A122,Coal Distribution,Rig Tenders Indonesia Tbk,S,12/31/2023,Jun,U,,740,21,719,169,40,40,40,129,1180,4,0.42,0.03,11,11,46
RMKE,Energy,A122,Coal Distribution,RMK Energy Tbk,S,09/30/2023,Dec,U,,2018,557,1461,1840,368,285,282,91,334,5,1.49,0.38,20,27,22
RUIS,Energy,A132,Oil. Gas & Coal Equipment & Services,Radiant Utama Interinsco Tbk,S,09/30/2023,Dec,U,,1408,862,546,1300,20,13,13,17,709,11,0.26,1.58,1,2,1
SGER,Energy,A122,Coal Distribution,Sumber Global Energy Tbk,S,09/30/2023,Dec,U,,2689,1352,1337,9525,759,609,608,115,306,18,6.86,1.01,19,38,5
SHIP,Energy,A112,Oil & Gas Storage & Distribution,Sillo Maritime Perdana Tbk,S,09/30/2023,Dec,U,,6669,3693,2976,1733,420,370,279,129,1094,8,0.91,1.24,5,12,20
SICO,Energy,A132,Oil. Gas & Coal Equipment & Services,PT Sigma Energy Compressindo Tbk,S,12/31/2023,Dec,A,WTM,138,21,117,100,14,12,11,12,129,8,0.76,0.18,8,9,11
SMMT,Energy,A121,Coal Production,Golden Eagle Energy Tbk,S,12/31/2023,Dec,A,WTM,1008,208,800,1016,280,256,244,78,254,10,3.03,0.26,24,31,24
SMRU,Energy,A132,Oil. Gas & Coal Equipment & Services,SMR Utama Tbk,S,09/30/2023,Dec,U,,885,736,149,248,-46,-46,-46,0,12,-3411,4.2,4.95,0,0,0
SOCI,Energy,A112,Oil & Gas Storage & Distribution,Soechi Lines Tbk,S,12/31/2023,Dec,A,WTM,9330,3424,5906,2624,168,138,138,20,837,9,0.2,0.58,1,2,5
SUGI,Energy,A111,Oil & Gas Production & Refinery,Sugih Energy Tbk,S,09/30/2018,Dec,U,,7201,4903,2297,12,-23,-20,-20,-48,93,0,0.54,2.13,-16,-52,-9608
SURE,Energy,A111,Oil & Gas Production & Refinery,Super Energy Tbk,S,12/31/2023,Dec,A,WTM,984,520,463,305,-172,-142,-117,-78,309,-22,5.59,1.12,-12,-25,-39
TAMU,Energy,A132,Oil. Gas & Coal Equipment & Services,PT Pelayaran Tamarin Samudra Tbk.,S,09/30/2023,Dec,U,,962,491,471,141,-8,-9,-9,-1,13,-5,0.56,1.04,-5,-11,-37
TCPI,Energy,A122,Coal Distribution,Transcoal Pacific Tbk,S,12/31/2023,Dec,A,WTM,3509,1413,2096,1826,218,189,181,36,419,201,17.35,0.67,5,9,10
TEBE,Energy,A122,Coal Distribution,Dana Brata Luhur Tbk,S,09/30/2023,Dec,U,,1184,114,1071,459,222,173,172,212,833,4,0.94,0.11,23,25,59
TOBA,Energy,A121,Coal Production,TBS Energi Utama Tbk,S,12/31/2023,Dec,A,WTM,14634,8092,6541,7739,507,322,122,15,807,17,0.32,1.24,1,2,2
TPMA,Energy,A122,Coal Distribution,Trans Power Marine Tbk,S,12/31/2023,Dec,A,WTM,1813,384,1428,1028,316,304,304,115,542,6,1.27,0.27,17,21,30
TRAM,Energy,A121,Coal Production,Trada Alam Minera Tbk,S,12/31/2020,Dec,A,WDP,5404,4083,1321,3554,-1165,-1114,-819,-17,27,0,1.88,3.09,-15,-62,-23
UNIQ,Energy,A132,Oil. Gas & Coal Equipment & Services,PT Ulima Nitra Tbk,S,12/31/2023,Dec,A,WTM,726,336,390,572,52,42,42,14,124,29,3.14,0.86,6,11,7
WINS,Energy,A132,Oil. Gas & Coal Equipment & Services,Wintermar Offshore Marine Tbk,S,12/31/2023,Dec,A,WTM,3007,508,2500,1120,103,102,103,24,573,21,0.88,0.2,3,4,9
WOWS,Energy,A132,Oil. Gas & Coal Equipment & Services,PT Ginting Jaya Energi Tbk,S,12/31/2023,Dec,A,WDP,666,143,523,122,-10,-10,-10,-4,211,-8,0.16,0.27,-1,-2,-8
JSKY,Energy,A211,Alternative Energy Equipment,Sky Energy Indonesia Tbk,S,12/31/2021,Dec,A,WTP,387,227,161,148,-83,-73,-73,-36,79,0,0.66,1.41,-19,-45,-49
SEMA,Energy,A211,Alternative Energy Equipment,Semacom Integrated Tbk,S,12/31/2023,Dec,A,WTM,285,127,158,220,17,13,13,10,117,14,1.13,0.8,5,8,6
ETWA,Energy,A221,Alternative Fuels,Eterindo Wahanatama Tbk,S,09/30/2023,Dec,U,,883,1314,-431,0,-33,-33,-33,-17,-92,-4,-0.76,-3.05,-9,0,-1285643
MITI,Energy,A111,Oil & Gas Production & Refinery,Mitra Investindo Tbk,S,12/31/2023,Dec,A,WTM,495,59,436,307,58,48,39,11,123,17,1.53,0.14,8,9,13
ADMG,Basic Materials,B111,Basic Chemicals,Polychem Indonesia Tbk,S,09/30/2023,Dec,U,,2494,413,2081,1209,-181,-169,-168,-72,535,-2,0.25,0.2,-11,-13,-23
AGII,Basic Materials,B111,Basic Chemicals,Aneka Gas Industri Tbk,S,09/30/2023,Dec,U,,7712,3893,3819,2068,151,115,111,46,1245,36,1.33,1.02,2,4,7
AKPI,Basic Materials,B113,Specialty Chemicals,Argha Karya Prima Industry Tbk,S,09/30/2023,Dec,U,,3320,1614,1707,2048,-25,-17,-17,-35,2788,-19,0.24,0.95,-1,-1,-1
ALDO,Basic Materials,B131,Containers & Packaging,Alkindo Naratama Tbk,S,09/30/2023,Dec,U,,1765,943,822,1208,13,10,10,11,609,80,1.46,1.15,1,2,1
ALKA,Basic Materials,B141,Aluminum,Alakasa Industrindo Tbk,S,09/30/2023,Dec,U,,567,371,196,1733,8,8,8,95,386,5,1.12,1.89,9,25,3
ALMI,Basic Materials,B141,Aluminum,Alumindo Light Metal Industry Tbk,S,09/30/2023,Dec,U,,1050,612,438,699,-105,-82,-82,-37,115,-2,0.64,1.4,-13,-32,-20
ANTM,Basic Materials,B146,Diversified Metals & Minerals,Aneka Tambang Tbk.,S,09/30/2023,Dec,U,,35500,10883,24617,30899,3684,2849,2849,168,1024,10,1.56,0.44,11,16,13
APLI,Basic Materials,B113,Specialty Chemicals,Asiaplast Industries Tbk,S,12/31/2023,Dec,A,WTM,491,157,334,469,67,50,50,37,245,16,2.45,0.47,10,15,11
ARCI,Basic Materials,B143,Gold,Archi Indonesia Tbk,S,12/31/2023,Dec,A,WTM,12406,8352,4055,3854,436,228,225,9,163,38,2.11,2.06,2,6,6
AVIA,Basic Materials,B113,Specialty Chemicals,Avia Avian Tbk,S,12/31/2023,Dec,A,WTM,11167,1246,9921,7017,1992,1643,1642,27,160,21,3.43,0.13,15,17,23
AYLS,Basic Materials,B121,Construction Materials,Agro Yasa Lestari Tbk,S,09/30/2023,Dec,U,,46,2,45,3,-2,-2,-2,-4,52,-11,0.96,0.04,-8,-8,-109
BAJA,Basic Materials,B144,Iron & Steel,Saranacentral Bajatama Tbk,S,09/30/2023,Dec,U,,602,502,101,719,-16,-13,-13,-30,56,-3,1.74,4.99,-9,-53,-7
BEBS,Basic Materials,B121,Construction Materials,Berkah Beton Sadaya Tbk,S,09/30/2023,Dec,U,,927,73,854,364,106,82,82,1,19,41,2.63,0.09,6,6,15
BMSR,Basic Materials,B111,Basic Chemicals,Bintang Mitra Semestaraya Tbk,S,12/31/2023,Dec,A,WTM,1551,722,829,3860,210,175,175,151,715,3,0.59,0.87,11,21,5
BRMS,Basic Materials,B146,Diversified Metals & Minerals,Bumi Resources Minerals Tbk,S,09/30/2023,Dec,U,,17267,2310,14957,507,159,165,162,2,105,77,1.42,0.15,2,2,55
BRNA,Basic Materials,B131,Containers & Packaging,Berlina Tbk,S,09/30/2023,Dec,U,,1743,1089,654,754,-67,-54,-60,-122,667,-8,1.43,1.67,-7,-18,-16
BRPT,Basic Materials,B111,Basic Chemicals,Barito Pacific Tbk,S,09/30/2023,Dec,U,,146715,88041,58674,32714,3115,1499,555,4,626,216,1.51,1.5,0,1,1
BTON,Basic Materials,B144,Iron & Steel,Betonjaya Manunggal Tbk,S,09/30/2023,Dec,U,,357,110,248,105,12,9,9,32,344,13,1.2,0.44,6,9,22
CHEM,Basic Materials,B111,Basic Chemicals,PT Chemstar Indonesia Tbk,S,12/31/2023,Dec,A,WTM,148,37,111,120,1,1,1,0,65,224,1.22,0.33,0,1,1
CITA,Basic Materials,B141,Aluminum,Cita Mineral Investindo Tbk,S,12/31/2023,Dec,A,WTM,6224,703,5521,3293,776,719,719,181,1394,13,1.63,0.13,12,13,22
CLPI,Basic Materials,B113,Specialty Chemicals,Colorpak Indonesia Tbk,S,09/30/2023,Dec,U,,749,206,542,597,48,39,39,138,1770,7,0.57,0.38,6,8,7
CMNT,Basic Materials,B121,Construction Materials,Cemindo Gemilang Tbk,S,12/31/2023,Dec,A,WTM,17956,13974,3982,9613,349,159,155,9,233,116,4.52,3.51,1,4,2
CTBN,Basic Materials,B144,Iron & Steel,Citra Tubindo Tbk,S,09/30/2023,Dec,U,,2498,1032,1466,2311,207,180,180,150,1831,9,0.73,0.7,5,8,5
DKFT,Basic Materials,B146,Diversified Metals & Minerals,Central Omega Resources Tbk,S,09/30/2023,Dec,U,,2523,2094,429,496,59,39,68,12,76,9,1.39,4.88,3,16,14
DPNS,Basic Materials,B113,Specialty Chemicals,Duta Pertiwi Nusantara Tbk,S,12/31/2023,Dec,A,WTM,347,15,332,116,19,16,17,52,1002,8,0.42,0.05,5,5,15
EKAD,Basic Materials,B113,Specialty Chemicals,Ekadharma International Tbk,S,09/30/2023,Dec,U,,1222,95,1127,390,69,57,56,19,323,13,0.76,0.08,5,6,17
EPAC,Basic Materials,B131,Containers & Packaging,Megalestari Epack Sentosaraya Tbk,S,09/30/2023,Dec,U,,286,188,98,80,-19,-18,-15,-12,30,0,0.13,1.92,-13,-39,-48
ESIP,Basic Materials,B131,Containers & Packaging,Sinergi Inti Plastindo Tbk,S,09/30/2023,Dec,U,,98,2,96,44,1,1,1,0,86,-109,0.39,0.02,0,0,-1
ESSA,Basic Materials,B111,Basic Chemicals,Surya Esa Perkasa Tbk,S,12/31/2023,Dec,A,WTM,10737,3052,7685,5326,954,721,534,31,446,22,1.51,0.4,5,7,10
FASW,Basic Materials,B131,Containers & Packaging,Fajar Surya Wisesa Tbk,S,12/31/2023,Dec,A,WTM,12545,8182,4363,7723,-795,-626,-626,-253,1761,-22,3.12,1.88,-5,-14,-8
FPNI,Basic Materials,B111,Basic Chemicals,Lotte Chemical Titan Tbk,S,12/31/2023,Dec,A,WTM,2820,1168,1652,5808,-18,-6,-6,-1,297,-170,0.63,0.71,0,0,0
GDST,Basic Materials,B144,Iron & Steel,Gunawan Dianjaya Steel Tbk,S,09/30/2023,Dec,U,,2195,953,1242,1915,239,184,184,26,134,4,0.83,0.77,11,19,13
GGRP,Basic Materials,B144,Iron & Steel,Gunung Raja Paksi Tbk,S,12/31/2023,Dec,A,WTM,18968,4695,14273,10959,627,584,575,48,1178,9,0.36,0.33,3,4,5
HKMU,Basic Materials,B141,Aluminum,HK Metals Utama Tbk,S,03/31/2023,Dec,U,,398,468,-70,4,-123,-93,-91,-88,-22,-1,-2.31,-6.69,-71,0,-6713
IFII,Basic Materials,B151,Timber,Indonesia Fibreboard Industry Tbk,S,12/31/2023,Dec,A,WTM,1894,673,1221,987,130,101,101,11,130,14,1.19,0.55,5,8,10
IFSH,Basic Materials,B146,Diversified Metals & Minerals,Ifishdeco Tbk,S,12/31/2023,Dec,A,WTM,1072,287,786,1433,294,220,211,99,370,9,2.28,0.36,20,27,15
IGAR,Basic Materials,B131,Containers & Packaging,Champion Pacific Indonesia Tbk,S,12/31/2023,Dec,A,WTM,909,77,832,858,72,57,38,40,856,12,0.53,0.09,4,5,4
INAI,Basic Materials,B141,Aluminum,Indal Aluminium Industry Tbk,S,09/30/2023,Dec,U,,1469,1222,248,954,-36,-46,-46,-187,391,-1,0.49,4.94,-8,-48,-12
INCI,Basic Materials,B111,Basic Chemicals,Intanwijaya Internasional Tbk,S,09/30/2023,Dec,U,,490,56,434,279,19,15,15,81,2088,7,0.28,0.13,3,4,6
INCO,Basic Materials,B146,Diversified Metals & Minerals,Vale Indonesia Tbk,S,12/31/2023,Dec,A,WTM,45175,5581,39594,19025,5443,4235,4235,426,3985,10,1.02,0.14,9,11,22
INKP,Basic Materials,B152,Paper,Indah Kiat Pulp & Paper Tbk,S,09/30/2023,Dec,U,,155728,64220,91508,41615,6568,4969,4969,1550,16726,6,0.57,0.7,5,9,20
INRU,Basic Materials,B152,Paper,Toba Pulp Lestari Tbk,S,09/30/2023,Dec,U,,7459,5598,1861,1113,-300,-240,-240,-492,1340,-1,0.32,3.01,-9,-37,-61
INTD,Basic Materials,B152,Paper,Inter Delta Tbk,S,12/31/2023,Dec,A,WTM,42,3,40,44,-1,-1,-1,-1,67,-144,2.13,0.07,-1,-1,-1
INTP,Basic Materials,B121,Construction Materials,Indocement Tunggal Prakarsa Tbk,S,12/31/2023,Dec,A,WTM,29650,8680,20970,17950,2396,1950,1950,530,5696,17,1.54,0.41,7,9,11
IPOL,Basic Materials,B131,Containers & Packaging,Indopoly Swakarsa Industry Tbk,S,09/30/2023,Dec,U,,4389,1689,2701,2198,5,3,2,-2,419,-80,0.31,0.63,0,0,0
ISSP,Basic Materials,B144,Iron & Steel,Steel Pipe Industry of Indonesia Tbk,S,12/31/2023,Dec,A,WTM,7972,3353,4618,6455,641,498,498,69,643,4,0.46,0.73,6,11,8
JKSW,Basic Materials,B121,Construction Materials,Jakarta Kyoei Steel Works Tbk,S,09/30/2023,Dec,U,,161,656,-495,0,0,-1,-1,-1,-3297,-50,-0.02,-1.33,0,0,0
KAYU,Basic Materials,B151,Timber,Darmi Bersaudara Tbk,S,09/30/2023,Dec,U,,100,19,81,5,1,1,1,2,122,22,0.28,0.24,1,1,19
KBRI,Basic Materials,B152,Paper,Kertas Basuki Rachmat Indonesia Tbk,S,09/30/2019,Dec,U,,1013,877,136,0,-26,-34,-34,-4,16,0,3.2,6.45,-3,-25,-8954
KDSI,Basic Materials,B131,Containers & Packaging,Kedawung Setia Industrial Tbk,S,12/31/2023,Dec,A,WTM,1129,344,784,2128,95,79,79,196,1937,9,0.9,0.44,7,10,4
