kode;skg;lo;hi;om;dev;roe;pery;epsy;pbvy;bvy;aksiy;vol;totshm;m;bl;mcap;cash;opcash;ph;ut;tcs;p;date
TCID;2790.0;2600.0;3500.0;-0.02037;0.9297;-0.008090001;0.0;0.0;0.60743463;4593.087;none;8300.0;402132992.0;2916.5;2781.6;1121951023104.0;735730008064.0;187921055744.0;1981167697920.0;17287436288.0;1829.567;21.11111111111111;2024-03-07 18:46:58
TCPI;7500.0;5875.0;9800.0;0.12724;0.2917;0.07644;0.0;0.0;23.491753;319.261;none;10902170.0;5000000000.0;7884.625;7676.5;37500001189888.0;99785998336.0;582224969728.0;1760015941632.0;1128187035648.0;19.957;41.40127388535032;2024-03-07 18:46:58
TDPM;119.0;118.0;121.0;-3.8438;0.0;-1.12165;0.0;0.0;59499.996;0.002;none;0.0;10485099520.0;119.0;119.0;1247726796800.0;1588313.0;11593887.0;63482304.0;100584976.0;0.0;33.333333333333336;2024-03-07 18:46:58
TEBE;765.0;715.0;980.0;0.45379;0.688;0.32663;0.0;0.0;0.9249363;827.084;none;124020.0;1284999936.0;792.475;771.2;983024926720.0;387673128960.0;382054858752.0;684648628224.0;36450000896.0;301.691;18.867924528301888;2024-03-07 18:46:58
TECH;50.0;0.0;685.0;-3.81364;0.0;0.01683;0.0;0.0;0.9448581;52.918;none;0.0;1256300032.0;50.095;50.0;62815002624.0;38821486592.0;-169615472.0;15009936384.0;0.0;30.901;7.299270072992701;2024-03-07 18:46:58
TELE;50.0;50.0;50.0;0.00202;0.0;0.0;0.0;0.0;0.0;-632.584;none;5860.0;7310929920.0;50.0;50.0;365546504192.0;4554999808.0;9674999808.0;3105923006464.0;4075618041856.0;0.623;0.0;2024-03-07 18:46:58
TFAS;476.0;468.0;5350.0;0.01717;0.0;0.00501;0.0;0.0;4.257184;111.811;none;183370.0;1656819968.0;1539.06;568.14;788646330368.0;2911081984.0;-21942247424.0;664458035200.0;61598834688.0;1.757;0.1638672675133142;2024-03-07 18:46:58
TFCO;665.0;595.0;680.0;-0.0117999995;0.0;-0.00287;0.0;0.0;10390.624;0.064;none;10.0;4823079936.0;665.775;666.2;3207348092928.0;33985756.0;13651565.0;196801584.0;1104274.0;0.007;82.3529411764706;2024-03-07 18:46:58
TGKA;6575.0;6150.0;8000.0;0.03548;0.5945;0.24761;0.0;0.0;2.9899914;2199.003;none;470.0;918492992.0;6684.625;6516.5;6039091544064.0;1109783871488.0;1147065991168.0;14105083641856.0;140346015744.0;1208.232;22.972972972972972;2024-03-07 18:46:58
TGRA;50.0;50.0;72.0;0.03964;0.0;0.01979;0.0;0.0;0.43310666;115.445;none;1461770.0;2750000128.0;50.01;50.04;137500000256.0;70559776.0;18308864000.0;14732635136.0;78009180160.0;0.026;0.0;2024-03-07 18:46:58
TGUK;95.0;73.0;242.0;0.0494;0.0;0.0;0.0;0.0;1.9329766;49.147;none;5841480.0;3571440128.0;106.02941;93.16;339286818816.0;11788868608.0;-27291979776.0;132421009408.0;6186901504.0;3.301;13.017751479289942;2024-03-07 18:46:58
TIFA;580.0;370.0;650.0;0.58889;0.0;0.048;0.0;0.0;1.8159673;319.389;none;60.0;3552209920.0;517.63;637.7;2060281708544.0;153873514496.0;-267229544448.0;122046742528.0;529387225088.0;43.318;75.0;2024-03-07 18:46:58
TINS;605.0;520.0;1165.0;-0.02471;0.9276;-0.0279;-131.52174;-4.6;0.6785425;891.617;strong_buy;4003440.0;7447750144.0;764.075;599.3;4505888882688.0;900102029312.0;642662006784.0;8699920777216.0;3095428071424.0;120.856;13.178294573643411;2024-03-07 18:46:58
TIRA;382.0;171.0;500.0;0.03904;0.0;0.01743;0.0;0.0;1.3095378;291.706;none;14950.0;588000000.0;368.75;384.32;224616005632.0;8225952768.0;5097328128.0;275907510272.0;91416076288.0;13.99;64.13373860182371;2024-03-07 18:46:58
TIRT;50.0;50.0;53.0;-349.7681;0.0;0.0;0.0;0.0;0.0;-614.705;none;300.0;1011769984.0;50.0;50.0;50588499968.0;840108800.0;-14709872640.0;94675704.0;835794370560.0;0.83;0.0;2024-03-07 18:46:58
TKIM;6875.0;5600.0;10375.0;0.04839;0.020599999;0.11350001;0.0;0.0;9118.037;0.754;none;2591980.0;3113220096.0;7224.625;6689.5;21403388608512.0;428620992.0;248095008.0;1070840000.0;979222976.0;0.138;26.701570680628272;2024-03-07 18:46:58
TLDN;464.0;376.0;540.0;0.28;0.6887;0.11356;0.0;0.0;2.6824841;172.974;none;79150.0;12946499584.0;456.8;455.16;6007176036352.0;506251051008.0;1347850469376.0;4030929567744.0;1617093066752.0;39.103;53.65853658536586;2024-03-07 18:46:58
TLKM;3900.0;3390.0;4500.0;0.33043;0.7019;0.20517999;13.61019;286.55;2.9561086;1319.302;buy;99639260.0;99062202368.0;3853.4;3993.6;386342575931392.0;27453001039872.0;65265001824256.0;149669996920832.0;68999001931776.0;277.129;45.94594594594595;2024-03-07 18:46:58
TMAS;160.0;43.3;318.0;0.23758;0.5248;0.43243;0.0;0.0;3.8459687;41.602;none;8749920.0;56868900864.0;198.645;164.68;9099024531456.0;845508968448.0;1415212957696.0;4427773116416.0;1250279030784.0;14.868;42.48270840917365;2024-03-07 18:46:58
TMPO;75.0;73.0;116.0;0.04724;0.0;-0.00627;0.0;0.0;0.42794055;175.258;none;55260.0;1058329984.0;91.875;85.4;79374745600.0;4302824960.0;-19808030720.0;204362874880.0;72705826816.0;4.066;4.651162790697675;2024-03-07 18:46:58
TNCA;212.0;138.0;400.0;0.03897;0.0;0.043530002;0.0;0.0;1.7976766;117.93;none;3511250.0;421640000.0;229.855;185.72;89387679744.0;1192641920.0;-2348941312.0;76335521792.0;488161600.0;2.829;28.244274809160306;2024-03-07 18:46:58
TOBA;294.0;216.0;530.0;-0.00897;0.6508;0.06921;0.0;0.0;7000.0;0.042;none;28218540.0;8106699776.0;317.67;275.32;2383369732096.0;73416712.0;74380728.0;537027584.0;406803776.0;0.009;24.840764331210192;2024-03-07 18:46:58
TOOL;59.0;50.0;85.0;0.28257;0.0;0.12630999;0.0;0.0;0.66967076;88.103;none;1167540.0;2050009984.0;60.91;60.54;120950587392.0;3194115584.0;28528250880.0;124545515520.0;25084547072.0;1.558;25.714285714285715;2024-03-07 18:46:58
TOPS;4.0;4.0;50.0;-0.06369;0.0;-0.19296;0.0;0.0;0.19046712;21.001;none;1296060.0;33329999872.0;36.825;6.04;133319999488.0;3837888512.0;-2149787904.0;475528069120.0;887735058432.0;0.115;0.0;2024-03-07 18:46:58
TOSK;0.0;71.0;168.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;122558460.0;0.0;93.111115;93.111115;490000023552.0;0.0;0.0;0.0;0.0;0.0;-73.19587628865979;2024-03-07 18:46:58
TOTL;406.0;300.0;470.0;-0.01625;2.5202;0.12185001;5.5753913;72.82;1.3686069;296.652;none;3918010.0;3409999872.0;371.52;402.48;1384459927552.0;962631761920.0;182331129856.0;2611815383040.0;4211684096.0;282.375;62.35294117647059;2024-03-07 18:46:58
TOTO;228.0;222.0;272.0;0.124110006;0.7622;0.1185;17.952757;12.7;0.98740196;230.909;none;280150.0;10320000000.0;233.27;229.48;2352959979520.0;236999098368.0;210198708224.0;2070569549824.0;237882507264.0;22.965;12.0;2024-03-07 18:46:58
TOWR;885.0;820.0;1130.0;0.65838;0.35970002;0.22562;12.4700575;70.97;2.7610433;320.531;buy;36364480.0;49799000064.0;976.825;936.2;44072114847744.0;429175013376.0;7958763143168.0;11647928238080.0;45344398245888.0;8.618;20.967741935483872;2024-03-07 18:46:58
TOYS;50.0;50.0;66.0;-0.81063;0.0;-0.03856;0.0;0.0;0.28811637;173.541;none;320.0;1435000064.0;50.635;50.0;71750000640.0;1241088128.0;1157978368.0;97991368704.0;99931471872.0;0.865;0.0;2024-03-07 18:46:58
TPIA;5625.0;1995.0;6125.0;-0.030450001;0.12529999;-0.020510001;inf;0.0;175781.23;0.032;underperform;17969190.0;86511501312.0;3183.025;4907.9;486627210166272.0;1424536960.0;4251000.0;2099404032.0;1781520000.0;0.016;87.89346246973366;2024-03-07 18:46:58
TPMA;665.0;374.0;790.0;0.30677998;0.58849996;0.20337;0.0;0.0;19000.0;0.035;none;3312000.0;2622360064.0;607.27;675.8;1743869444096.0;22127564.0;30999866.0;65209836.0;15696306.0;0.008;69.95192307692308;2024-03-07 18:46:58
TRAM;50.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;50.0;50.0;2482180194304.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
TRGU;216.0;163.0;230.0;0.035269998;0.2718;-0.01747;0.0;0.0;1.6805022;128.533;none;383650.0;7945410048.0;202.275;189.86;1716208533504.0;480121216.0;-170865557504.0;4992928841728.0;1788162998272.0;0.06;79.1044776119403;2024-03-07 18:46:58
TRIL;50.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
TRIM;258.0;181.0;302.0;0.24775;0.0;0.08695;0.0;0.0;1.5904818;162.215;none;1041730.0;7109300224.0;249.57;276.12;1834199416832.0;1539612606464.0;-201352445952.0;581447778304.0;709201952768.0;216.563;63.63636363636364;2024-03-07 18:46:58
TRIN;131.0;110.0;314.0;-4735.8677;0.0;-0.06303;0.0;0.0;0.82035995;159.686;none;3030270.0;4352459776.0;164.325;148.76;570172243968.0;21923901440.0;-268868059136.0;213998780416.0;1075983024128.0;5.037;10.294117647058822;2024-03-07 18:46:58
TRIO;426.0;426.0;426.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;426.0;426.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
TRIS;177.0;175.0;334.0;0.042140003;0.0;0.09385;0.0;0.0;1.1792295;150.098;none;333230.0;3112950016.0;224.625;200.7;550992150528.0;121353183232.0;152420941824.0;1498837811200.0;241071243264.0;38.983;1.2578616352201257;2024-03-07 18:46:58
TRJA;188.0;175.0;410.0;0.1377;0.0;0.094610006;0.0;0.0;0.7576307;248.142;none;2686840.0;1510200064.0;270.945;250.42;283917615104.0;7735078400.0;96547332096.0;584800534528.0;571833057280.0;5.122;5.531914893617021;2024-03-07 18:46:58
TRON;256.0;210.0;482.0;-0.10773;0.0;0.0;0.0;0.0;3.594143;71.227;none;12789390.0;2950540032.0;278.96;250.2;755338248192.0;4887705600.0;-28622995456.0;188965896192.0;29557368832.0;1.657;16.91176470588235;2024-03-07 18:46:58
TRST;470.0;430.0;700.0;-0.03299;0.0;-0.0369;0.0;0.0;0.5212839;901.62;none;21380.0;2808000000.0;568.155;486.64;1319760035840.0;47789998080.0;404230995968.0;2980016029696.0;1901297008640.0;17.019;14.814814814814813;2024-03-07 18:46:58
TRUE;50.0;50.0;54.0;-0.13557;0.0;-0.08282;0.0;0.0;1.1683608;42.795;none;4260.0;7570890240.0;50.0;50.0;378544521216.0;11719178240.0;19580991488.0;122006257664.0;322438791168.0;1.548;0.0;2024-03-07 18:46:58
TRUK;93.0;70.0;117.0;-0.0002;0.0;-0.06414;0.0;0.0;0.76859504;121.0;none;2073550.0;0.0;86.64;89.7;40455000064.0;1291110784.0;4546307584.0;43652141056.0;7297798144.0;2.968;48.93617021276596;2024-03-07 18:46:58
TRUS;412.0;310.0;486.0;0.64285004;0.0;0.0725;0.0;0.0;0.89054704;462.637;none;7870.0;800000000.0;403.74;399.12;329600008192.0;39813197824.0;-19162234880.0;52944064512.0;36129996800.0;49.766;57.95454545454545;2024-03-07 18:46:58
TSPC;1955.0;1350.0;2200.0;0.123900004;0.3994;0.1928;0.0;0.0;1.1447328;1707.822;none;1612870.0;4509859840.0;1809.025;1995.5;8816776183808.0;3718514999296.0;895393333248.0;12930978414592.0;1079813210112.0;824.529;71.17647058823529;2024-03-07 18:46:58
TUGU;1155.0;937.5;1480.0;0.19278;0.1387;0.12638;0.0;0.0;0.43523693;2653.727;none;1747240.0;3555579904.0;1190.025;1092.7;4106694688768.0;6596351492096.0;2423275388928.0;3305011937280.0;233217474560.0;1855.213;40.092165898617516;2024-03-07 18:46:58
TYRE;118.0;90.0;236.0;0.08861;0.0;0.11968;0.0;0.0;1.4074764;83.838;none;594350.0;3478030080.0;120.335;121.34;410407534592.0;55796617216.0;38911201280.0;522735681536.0;106761183232.0;16.043;19.178082191780824;2024-03-07 18:46:58
UANG;545.0;270.0;930.0;0.09417;0.0;1.19975;0.0;0.0;2.322519;234.659;none;122600.0;1210000000.0;550.06;622.6;659449970688.0;64952102912.0;-15602915328.0;517875335168.0;370821693440.0;53.679;41.66666666666667;2024-03-07 18:46:58
UCID;940.0;910.0;1320.0;0.07849;0.1846;0.08101;0.0;0.0;0.7001497;1342.57;buy;1200290.0;4143310080.0;1117.55;972.7;3894711418880.0;1852974039040.0;920205983744.0;10245160042496.0;314866991104.0;447.22;7.317073170731708;2024-03-07 18:46:58
UDNG;0.0;49.0;136.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;49957820.0;0.0;92.51685;86.62;227499999232.0;0.0;0.0;0.0;0.0;0.0;-56.32183908045977;2024-03-07 18:46:58
UFOE;216.0;170.0;266.0;0.01741;0.0;0.06959;0.0;0.0;2.3784354;90.816;none;1196830.0;2287500032.0;205.31;213.2;494100021248.0;7076192256.0;2885031424.0;870529892352.0;117090295808.0;3.093;47.91666666666667;2024-03-07 18:46:58
ULTJ;1695.0;1350.0;2130.0;0.19843;0.2941;0.17781;14.264074;118.83;2.7697573;611.967;buy;3149520.0;10398199808.0;1738.375;1694.4;17624947752960.0;2347505025024.0;830273028096.0;8096457949184.0;608147996672.0;225.761;44.23076923076923;2024-03-07 18:46:58
UNIC;8000.0;7650.0;9625.0;0.09527001;0.4893;0.065749995;0.0;0.0;11331.445;0.706;none;740.0;383331008.0;8258.625;8000.0;3066648068096.0;81914136.0;10615210.0;355731040.0;6628191.0;0.214;17.72151898734177;2024-03-07 18:46:58
UNIQ;320.0;54.0;344.0;0.19094;0.0;0.10868;0.0;0.0;2.6530037;120.618;none;14914710.0;3138980096.0;183.84;231.82;1004473614336.0;4239245312.0;83362054144.0;542106124288.0;282597392384.0;1.351;91.72413793103449;2024-03-07 18:46:58
UNIT;316.0;300.0;338.0;0.24747999;0.0;0.00093999994;0.0;0.0;0.17648742;1790.496;none;0.0;75422200.0;316.0;316.0;23833415680.0;1170786048.0;34581721088.0;108065374208.0;113763737600.0;15.523;42.10526315789474;2024-03-07 18:46:58
UNSP;111.0;96.0;125.0;0.07328;0.0;0.0;0.0;0.0;0.0;-2133.182;none;927250.0;1372050048.0;110.94;110.2;277517762560.0;249164005376.0;213499002880.0;3890743869440.0;6562285879296.0;99.659;51.724137931034484;2024-03-07 18:46:58
UNTD;0.0;167.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;35053380.0;0.0;187.0;187.0;1220000612352.0;0.0;0.0;0.0;0.0;0.0;-147.78761061946904;2024-03-07 18:46:58
UNTR;24000.0;20925.0;31700.0;0.26386;1.2134;0.25503;6.0299687;3980.12;1.0998462;21821.232;buy;3954460.0;3631810048.0;24449.5;23235.5;87163442036736.0;18596608606208.0;26346847731712.0;128583267778560.0;18874776944640.0;5120.481;28.53828306264501;2024-03-07 18:46:58
UNVR;2730.0;2570.0;4630.0;0.10170999;1.0634999;1.30133;18.937292;144.16;30.802212;88.63;underperform;17980600.0;38150000640.0;3673.7;3133.8;104149500821504.0;1020598026240.0;7118087782400.0;38611399475200.0;750782971904.0;26.752;7.766990291262135;2024-03-07 18:46:58
URBN;127.0;105.0;224.0;-1.86127;0.0;-0.0318;0.0;0.0;0.39709094;319.826;none;67290.0;3119600128.0;134.65;141.8;396189204480.0;28196122624.0;-291559014400.0;34318628864.0;798198398976.0;9.038;18.487394957983195;2024-03-07 18:46:58
UVCR;107.0;64.0;191.0;0.02084;0.0;0.1873;0.0;0.0;2.226708;48.053;none;1501190.0;2000140032.0;129.68;125.28;214014984192.0;11546199040.0;8568292864.0;1028872798208.0;4106700544.0;5.773;33.85826771653543;2024-03-07 18:46:58
VAST;68.0;52.0;126.0;0.64499;0.0;0.045100003;0.0;0.0;0.7562362;89.919;none;8470320.0;3055709952.0;66.485;62.9;207788277760.0;10117408768.0;6055560704.0;23600953344.0;10174140416.0;3.311;21.62162162162162;2024-03-07 18:46:58
VICI;610.0;478.0;800.0;0.19792;0.19709998;0.22521;0.0;0.0;4.5118675;135.199;none;330720.0;6707999744.0;621.925;645.0;4091879882752.0;6239636992.0;210128764928.0;1340955557888.0;79411142656.0;0.93;40.993788819875775;2024-03-07 18:46:58
VICO;110.0;89.0;258.0;0.31526;0.0;0.055560004;0.0;0.0;0.52487427;209.574;none;48660.0;15217099776.0;138.085;115.54;1673880928256.0;2691631153152.0;-2578563989504.0;1007849963520.0;2376274542592.0;176.882;12.42603550295858;2024-03-07 18:46:58
VINS;155.0;79.0;220.0;0.13914;0.0;0.08337;0.0;0.0;1.4268619;108.63;none;71860.0;1460569984.0;147.86;159.0;226388344832.0;49485598720.0;362963584.0;61427826688.0;263545936.0;33.881;53.90070921985816;2024-03-07 18:46:58
VISI;0.0;110.0;173.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;288965285.0;0.0;127.28571;127.28571;396675022848.0;0.0;0.0;0.0;0.0;0.0;-174.6031746031746;2024-03-07 18:46:58
VIVA;50.0;50.0;50.0;-0.47047;0.0;0.0;0.0;0.0;0.0;-186.549;none;3120.0;15429499904.0;50.0;50.0;823214997504.0;12516202496.0;-17756962816.0;1276465119232.0;3751246299136.0;0.76;0.0;2024-03-07 18:46:58
VKTR;166.0;105.0;244.0;-0.08180001;0.0;0.0;0.0;0.0;6.870577;24.161;none;877632590.0;43749998592.0;126.95676;133.18;7262499766272.0;543351996416.0;-310200991744.0;1128786952192.0;237462994944.0;12.419;43.884892086330936;2024-03-07 18:46:58
VOKS;206.0;158.0;260.0;0.09573;0.0;0.06202;0.0;0.0;1.1372985;181.131;none;53860.0;4155599872.0;201.33;221.28;856053579776.0;63446536192.0;60555534336.0;2907711209472.0;956855812096.0;15.268;47.05882352941176;2024-03-07 18:46:58
VRNA;89.0;83.0;112.0;0.17254;0.0;0.06103;0.0;0.0;0.688343;129.296;none;650230.0;5687349760.0;89.555;87.68;506174144512.0;43624398848.0;-298979131392.0;209573052416.0;1958718210048.0;7.67;20.689655172413794;2024-03-07 18:46:58
VTNY;175.0;141.0;900.0;-0.15206;0.0;0.0;0.0;0.0;2.7745187;63.074;none;34820020.0;6265189888.0;234.65;195.0;1096408236032.0;63374856192.0;0.0;128519036928.0;485402607616.0;10.115;4.479578392621871;2024-03-07 18:46:58
WAPO;118.0;84.0;177.0;-0.00155;0.0;-0.032190003;0.0;0.0;2.0458407;57.678;none;6546450.0;1240920064.0;118.14;101.98;146428559360.0;7506434048.0;6939401216.0;338955108352.0;31352428.0;6.049;36.55913978494623;2024-03-07 18:46:58
WEGE;79.0;71.0;145.0;0.02577;0.1453;0.06448;0.0;0.0;0.2981875;264.934;strong_buy;6981730.0;9571999744.0;90.155;79.56;756187987968.0;373054865408.0;248746131456.0;3266933161984.0;1066072604672.0;38.974;10.81081081081081;2024-03-07 18:46:58
WEHA;167.0;100.0;192.0;0.1826;0.0;0.14866;0.0;0.0;1.1149687;149.78;none;10738300.0;1460550016.0;158.3;166.5;243911852032.0;26603380736.0;60024090624.0;250856259584.0;90643562496.0;18.215;72.82608695652173;2024-03-07 18:46:58
WGSH;63.0;54.0;232.0;0.19003999;0.0;0.06225;0.0;0.0;1.2123778;51.964;none;220990.0;1042499968.0;119.095;79.24;65677496320.0;19425427456.0;1420922752.0;26627221504.0;665734528.0;18.634;5.056179775280899;2024-03-07 18:46:58
WICO;121.0;105.0;322.0;-0.09179;0.0;-4.87515;0.0;0.0;19.63011;6.164;none;40.0;2782609920.0;177.47983;120.44;336695787520.0;8467379712.0;-54213558272.0;1455028305920.0;107531812864.0;3.537;7.373271889400922;2024-03-07 18:46:58
WIDI;14.0;14.0;282.0;0.03093;0.0;0.0;0.0;0.0;1.6609325;8.429;none;69728470.0;1600009984.0;78.20588;34.9;22400139264.0;828076672.0;-799512448.0;10528615424.0;2005327232.0;0.69;0.0;2024-03-07 18:46:58
WIFI;144.0;128.0;280.0;0.15513;0.0;0.11734;0.0;0.0;0.5121475;281.169;none;170528820.0;2359360000.0;177.62;151.28;339747831808.0;17713676288.0;64371077120.0;534736633856.0;659098632192.0;7.854;10.526315789473685;2024-03-07 18:46:58
WIIM;1630.0;695.0;3850.0;0.31909;0.2901;0.32514;0.0;0.0;1.8925738;861.261;buy;2658450.0;2071970048.0;2126.8;1721.3;3377311252480.0;819820691456.0;240528572416.0;2531544006656.0;4304615936.0;395.671;29.635499207606973;2024-03-07 18:46:58
WIKA;240.0;183.0;610.0;-0.41941002;0.0;-0.45418;-0.74303406;-323.0;0.30449164;788.199;hold;0.0;8968850432.0;370.795;240.0;2152524152832.0;1781920038912.0;323313532928.0;23768600674304.0;33705907191808.0;198.679;13.348946135831383;2024-03-07 18:46:58
WINE;402.0;282.0;795.0;0.27232;0.1292;0.19949;0.0;0.0;4.169519;96.414;none;274830.0;2710000128.0;495.495;407.8;1089420066816.0;22148052992.0;-11582755840.0;252126003200.0;84345348096.0;8.173;23.391812865497077;2024-03-07 18:46:58
WINR;50.0;50.0;50.0;0.17319;0.0;0.07348;0.0;0.0;0.7789011;64.193;none;13480.0;5235270144.0;50.0;50.0;261763514368.0;1115371392.0;10667004928.0;21541724160.0;68637282304.0;0.213;0.0;2024-03-07 18:46:58
WINS;402.0;232.0;680.0;0.1342;0.0;0.04216;-1296.7742;-0.31;13400.0;0.03;none;3101330.0;4364340224.0;425.48;390.24;1754464780288.0;7264184.0;19607322.0;70665544.0;18526174.0;0.002;37.94642857142857;2024-03-07 18:46:58
WIRG;109.0;86.0;174.0;0.03585;0.0;0.0971;0.0;0.0;2.027756;53.754;strong_buy;117721370.0;11938599936.0;118.15;104.32;1301307457536.0;107649236992.0;134702997504.0;2363060387840.0;54455742464.0;9.023;26.136363636363637;2024-03-07 18:46:58
WMPP;50.0;50.0;65.0;-0.36421;0.0;-0.28789;0.0;0.0;0.9582032;52.181;none;12710.0;29418999808.0;50.0;50.0;1470950014976.0;25442260992.0;-714628661248.0;1786482393088.0;3087622733824.0;0.865;0.0;2024-03-07 18:46:58
WMUU;50.0;50.0;56.0;-0.16860001;0.0;-0.13809;0.0;0.0;0.5747324;86.997;none;50310.0;12941200384.0;50.0;50.0;647059996672.0;1280535168.0;-63692886016.0;686938259456.0;1255151632384.0;0.099;0.0;2024-03-07 18:46:58
WOMF;402.0;270.0;500.0;0.42958;0.2741;0.14725;0.0;0.0;0.82524675;487.127;none;1143180.0;3481479936.0;368.59;368.48;1399554965504.0;342970007552.0;-685596016640.0;1193648062464.0;4543879839744.0;98.513;57.39130434782609;2024-03-07 18:46:58
WOOD;350.0;250.0;500.0;0.17104;0.0;-0.01739;2.8782895;121.6;0.5687912;615.34;strong_buy;3939400.0;6263960064.0;370.61;310.64;2192386031616.0;130670354432.0;442805452800.0;2336903921664.0;2751224872960.0;20.861;40.0;2024-03-07 18:46:58
WOWS;50.0;50.0;50.0;0.17625;0.0;-0.011390001;0.0;0.0;0.2330633;214.534;none;21980.0;2475719936.0;50.0;50.0;123785994240.0;1800815616.0;13621850112.0;119473422336.0;108806299648.0;0.727;0.0;2024-03-07 18:46:58
WSBP;50.0;50.0;95.0;-0.24595;0.0;-1.81609;0.0;0.0;0.0;-22.396;strong_buy;20070.0;52710400000.0;50.0;50.0;2635520016384.0;44112519168.0;-116689485824.0;1695835357184.0;4303577939968.0;0.837;0.0;2024-03-07 18:46:58
WSKT;202.0;195.0;276.0;0.016339999;0.0;-0.36655;3.7820632;53.41;0.9289534;217.449;hold;0.0;28806799360.0;202.0;202.0;5818973421568.0;1513295970304.0;-174036549632.0;12815603597312.0;67169396195328.0;52.533;8.641975308641975;2024-03-07 18:46:58
WTON;105.0;96.0;181.0;0.08724;0.3164;0.03014;2.4705882;42.5;0.25959897;404.47;strong_buy;5568030.0;8715469824.0;132.445;107.6;915124322304.0;294844956672.0;-49945376.0;5317986877440.0;967998701568.0;33.83;10.588235294117647;2024-03-07 18:46:58
YELO;50.0;50.0;58.0;0.01089;0.0;0.00207;0.0;0.0;0.32373774;154.446;none;12860.0;1912770048.0;50.25;50.0;95638503424.0;17639213056.0;8089720832.0;1158709641216.0;0.0;9.222;0.0;2024-03-07 18:46:58
YPAS;328.0;328.0;645.0;0.04062;0.0;0.09276;0.0;0.0;1.7751607;184.772;none;1360.0;668000000.0;480.98;397.48;219104002048.0;163024336.0;53194358784.0;356784177152.0;100946100224.0;0.244;0.0;2024-03-07 18:46:58
YULE;2350.0;2000.0;3060.0;-9.495999;0.0;0.01888;0.0;0.0;7.750072;303.223;none;8460.0;1549190016.0;2232.0;2351.0;3640596627456.0;20812963840.0;-17620797440.0;34758062080.0;1546382976.0;13.435;33.0188679245283;2024-03-07 18:46:58
ZATA;50.0;50.0;83.0;-0.17549999;0.0;0.01174;0.0;0.0;0.8229504;60.757;none;2980.0;8496000000.0;50.0;50.0;424799993856.0;6034827264.0;-31754059776.0;203021860864.0;126227398656.0;0.71;0.0;2024-03-07 18:46:58
ZBRA;452.0;440.0;500.0;0.024030002;0.0;-0.10126001;0.0;0.0;0.97416097;463.989;none;61310.0;40082500.0;461.13;458.36;241461575680.0;27614844928.0;252463071232.0;1862541901824.0;1177244008448.0;10.999;20.0;2024-03-07 18:46:58
ZINC;50.0;50.0;50.0;0.06487;0.0;-0.1435;0.0;0.0;1.6254877;30.76;none;0.0;25250000896.0;50.0;50.0;1262500052992.0;58698313728.0;109530742784.0;538274988032.0;1562062094336.0;2.325;0.0;2024-03-07 18:46:58
ZONE;1120.0;1015.0;1300.0;0.06165;0.0;0.15736;0.0;0.0;2.6044877;430.027;none;118390.0;870171008.0;1098.425;1108.5;974591557632.0;2565099264.0;54801399808.0;717993017344.0;232278097920.0;2.948;36.84210526315789;2024-03-07 18:46:58
