kode;skg;lo;hi;om;dev;roe;pery;epsy;pbvy;bvy;aksiy;vol;totshm;m;bl;mcap;cash;opcash;ph;ut;tcs;p;date
RELI;476.0;390.0;805.0;0.67566;0.0;0.07317;0.0;0.0;1.4048799;338.819;none;26680.0;1800000000.0;495.31;494.28;856799969280.0;105703522304.0;-14101091328.0;74385637376.0;494264032.0;58.724;20.72289156626506;2024-03-07 18:46:58
RGAS;0.0;64.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;19816020.0;0.0;103.24097;104.66;131328000000.0;0.0;0.0;0.0;0.0;0.0;-74.4186046511628;2024-03-07 18:46:58
RICY;105.0;69.0;149.0;0.01951;0.0;-0.27361;0.0;0.0;0.3488036;301.029;none;7129290.0;641718016.0;108.78;110.84;67380391936.0;40108699648.0;126323884032.0;968915222528.0;1175730913280.0;62.481;45.0;2024-03-07 18:46:58
RIGS;525.0;414.0;710.0;0.23339;0.0;0.11533;0.0;0.0;0.44477051;1180.384;none;68070.0;609129984.0;530.545;513.54;319793233920.0;208546676736.0;185308266496.0;348942303232.0;0.0;342.368;37.5;2024-03-07 18:46:58
RIMO;50.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;50.0;50.0;2202480148480.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
RISE;985.0;785.0;1120.0;0.07222;0.0;0.01466;0.0;0.0;5.2125506;188.967;none;51020.0;10945000448.0;981.125;981.9;10780825092096.0;292260184064.0;-27161761792.0;310480404480.0;242824331264.0;26.703;59.701492537313435;2024-03-07 18:46:58
RMKE;494.0;448.0;1120.0;0.21361999;0.063;0.3069;0.0;0.0;1.4980501;329.762;none;473570.0;4375000064.0;729.08;560.32;2161250009088.0;19082100736.0;384251396096.0;2668970639360.0;275479658496.0;4.362;6.845238095238096;2024-03-07 18:46:58
RMKO;224.0;214.0;700.0;0.16861999;0.0;0.23271;0.0;0.0;1.9220704;116.541;none;323840.0;1250000000.0;302.09033;251.76;280000004096.0;0.0;42605039616.0;184878776320.0;0.0;0.0;2.05761316872428;2024-03-07 18:46:58
ROCK;354.0;214.0;380.0;0.37517;0.0;0.02032;0.0;0.0;0.65354526;541.661;none;20.0;1435190016.0;349.51;378.96;508057255936.0;21825406976.0;56442626048.0;107431813120.0;55566049280.0;15.207;84.33734939759036;2024-03-07 18:46:58
RODA;50.0;50.0;90.0;0.17361;0.0;-0.022720002;0.0;0.0;0.3376553;148.08;none;16490.0;13592099840.0;50.445;50.0;679604977664.0;47484235776.0;-29886011392.0;99450740736.0;1029387386880.0;3.494;0.0;2024-03-07 18:46:58
RONY;288.0;177.0;800.0;0.03659;0.0;-1.48888;0.0;0.0;76.453415;3.767;none;1900.0;1250000000.0;472.68;294.68;359999995904.0;57484760.0;2033309824.0;3803286272.0;1762627456.0;0.046;17.81701444622793;2024-03-07 18:46:58
ROTI;1195.0;1110.0;1640.0;0.14521;1.5503;0.13136;16.671316;71.68;2.8476315;419.647;buy;4178800.0;5703229952.0;1264.125;1161.9;6815359696896.0;537954254848.0;618793074688.0;3820532531200.0;636842278912.0;94.324;16.037735849056606;2024-03-07 18:46:58
RSCH;172.0;102.0;212.0;-0.12439;0.0;0.0;0.0;0.0;3.0237505;56.883;none;32412610.0;2649999872.0;130.0;141.84;455799963648.0;5686697984.0;2916608256.0;40154165248.0;0.0;2.146;63.63636363636363;2024-03-07 18:46:58
RSGK;1190.0;1025.0;1550.0;0.05415;1.9628;0.03161;0.0;0.0;1.4875466;799.975;none;1290.0;929675008.0;1248.175;1241.8;1106313216000.0;77317652480.0;35472236544.0;368022454272.0;0.0;83.166;31.428571428571427;2024-03-07 18:46:58
RUIS;189.0;181.0;424.0;0.044;0.20950001;0.02431;0.0;0.0;0.2664708;709.271;none;1387880.0;770000000.0;222.575;205.86;145529995264.0;88140914688.0;56860651520.0;1744822468608.0;665569001472.0;114.469;3.2921810699588474;2024-03-07 18:46:58
RUNS;61.0;46.0;206.0;-0.75319;0.0;-0.022969998;0.0;0.0;0.9261087;65.867;none;95600.0;979083008.0;65.6;52.58;59724062720.0;15701818368.0;-7483892736.0;30223536128.0;8411141120.0;16.037;9.375;2024-03-07 18:46:58
SAFE;238.0;140.0;400.0;0.23181;0.0;0.0;0.0;0.0;0.0;-71.791;none;499270.0;615145024.0;216.47;294.56;146404507648.0;6901086720.0;51793387520.0;256897040384.0;176708173824.0;11.219;37.69230769230769;2024-03-07 18:46:58
SAGE;50.0;50.0;458.0;0.175;0.0;0.0;0.0;0.0;1.3924474;35.908;none;1435790.0;8033260032.0;53.225;50.0;401663000576.0;249112064.0;-145922342912.0;34066352128.0;14268236800.0;0.031;0.0;2024-03-07 18:46:58
SAME;302.0;242.0;406.0;0.04237;0.0;0.0064999997;0.0;0.0;1.4238701;212.098;none;2608630.0;17138400256.0;333.26;310.0;5175796826112.0;149398568960.0;187162836992.0;1507499180032.0;941231112192.0;8.717;36.58536585365854;2024-03-07 18:46:58
SAMF;775.0;535.0;905.0;0.14911;0.3357;0.40834;0.0;0.0;3.1150644;248.791;none;56940.0;5125000192.0;767.8;770.9;3971875078144.0;77006397440.0;296631631872.0;5063686750208.0;873623453696.0;15.026;64.86486486486486;2024-03-07 18:46:58
SAPX;645.0;560.0;1345.0;0.052020002;0.0;-0.0339;0.0;0.0;3.0458434;211.764;none;110750.0;833332992.0;781.3;874.2;537499795456.0;51173773312.0;-51200892928.0;590762082304.0;69448400896.0;61.409;10.828025477707007;2024-03-07 18:46:58
SATU;150.0;50.0;153.0;0.124139994;0.0;-0.112670004;0.0;0.0;3.5844007;41.848;none;85677480.0;1375000064.0;85.195;113.9;206250016768.0;5418470912.0;15774784512.0;32548868096.0;147117867008.0;3.941;97.08737864077669;2024-03-07 18:46:58
SBAT;2.0;2.0;50.0;-0.98550004;0.0;-0.39722002;0.0;0.0;0.06443714;31.038;none;8037700.0;4752979968.0;36.24;3.7;9505959936.0;1666417024.0;-9499141120.0;35113271296.0;338000707584.0;0.351;0.0;2024-03-07 18:46:58
SBMA;158.0;129.0;193.0;0.20786;0.0;0.00827;0.0;0.0;0.68285346;231.382;none;232070.0;929926016.0;156.705;160.54;146928304128.0;7634118656.0;37686689792.0;112283246592.0;39012253696.0;8.209;45.3125;2024-03-07 18:46:58
SCCO;10175.0;8000.0;11700.0;0.050630003;0.1524;0.04325;0.0;0.0;0.4261079;23878.928;none;30510.0;205583008.0;9126.0;9533.5;2091807145984.0;999598129152.0;320471105536.0;5652645675008.0;0.0;4862.251;58.78378378378378;2024-03-07 18:46:58
SCMA;157.0;132.0;220.0;0.11392;1.6291001;0.00475;12.142304;12.93;1.3460335;116.639;buy;40586160.0;63207399424.0;154.765;154.9;9923561783296.0;2364781363200.0;902349324288.0;6971105214464.0;13886926848.0;37.413;28.40909090909091;2024-03-07 18:46:58
SCNP;119.0;102.0;250.0;0.00441;0.0;-0.054380003;0.0;0.0;0.93292356;127.556;none;62660.0;2500000000.0;208.25;162.88;297499983872.0;57114144768.0;60764192768.0;671873171456.0;0.0;22.846;11.486486486486486;2024-03-07 18:46:58
SCPI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
SDMU;50.0;50.0;67.0;0.2936;0.0;0.50870997;0.0;0.0;15.777848;3.169;none;21140.0;1135219968.0;50.115;50.0;56760999936.0;3655183104.0;-4800476160.0;85080735744.0;142569422848.0;3.22;0.0;2024-03-07 18:46:58
SDPC;145.0;128.0;282.0;0.02377;0.0932;0.10034;0.0;0.0;0.64364916;225.278;none;151670.0;1274000000.0;153.655;152.42;184729993216.0;16857973760.0;-156868624384.0;3247238021120.0;748523618304.0;13.232;11.03896103896104;2024-03-07 18:46:58
SDRA;565.0;535.0;700.0;0.57238996;0.2762;0.06908;0.0;0.0;0.47123662;1198.973;none;88570.0;8568229888.0;590.325;576.9;4841049948160.0;3000528011264.0;-3030476128256.0;1761291010048.0;12078925479936.0;350.192;18.181818181818183;2024-03-07 18:46:58
SEMA;140.0;68.0;152.0;0.053039998;0.0;0.09187;0.0;0.0;1.341433;104.366;none;2343080.0;1347260032.0;100.53;125.58;188616409088.0;4493089280.0;-10805345280.0;187119403008.0;52752498688.0;3.335;85.71428571428572;2024-03-07 18:46:58
SFAN;1855.0;1680.0;2290.0;-1.06609;0.0;-0.04045;0.0;0.0;14.984693;123.793;none;146270.0;1359929984.0;1889.25;1913.6;2522670170112.0;126929108992.0;48185032704.0;30613774336.0;3933649664.0;93.335;28.688524590163937;2024-03-07 18:46:58
SGER;2200.0;338.82352;2790.0;0.00234;0.5087;0.40146;0.0;0.0;7.2584743;303.094;none;7702300.0;4364340224.0;1567.2997;2111.9;9601548288000.0;395044323328.0;445948133376.0;12489197617152.0;440416862208.0;90.516;75.92992569837321;2024-03-07 18:46:58
SGRO;2000.0;1950.0;2270.0;0.19808;0.541;0.11974;12.4061775;161.21;0.7046578;2838.257;none;20770.0;1818620032.0;2022.625;1999.2;3637240135680.0;408152997888.0;1658314948608.0;5923125854208.0;3058885984256.0;224.43;15.625;2024-03-07 18:46:58
SHID;1185.0;625.0;3620.0;0.029289998;0.0;-0.015240001;0.0;0.0;1.7307329;684.681;none;172200.0;1119330048.0;2143.1;1596.9;1326406041600.0;4366334464.0;31167721472.0;122027163648.0;451945988096.0;3.901;18.697829716193656;2024-03-07 18:46:58
SHIP;1090.0;980.0;1510.0;0.35446998;0.1408;0.15816;0.0;0.0;21800.0;0.05;none;3450.0;2719790080.0;1194.225;1121.7;2964571291648.0;20181352.0;57987384.0;152896480.0;230648512.0;0.007;20.754716981132077;2024-03-07 18:46:58
SICO;99.0;84.0;182.0;0.11915;0.0;0.10243;0.0;0.0;0.7936699;124.737;none;931530.0;910048000.0;119.395;101.92;90094755840.0;37096513536.0;14600899584.0;100077027328.0;14310195200.0;40.769;15.306122448979592;2024-03-07 18:46:58
SIDO;620.0;478.0;900.0;0.38436002;1.1234;0.27589;17.07989;36.3;5.493337;112.864;buy;44431670.0;30000001024.0;599.755;540.5;18599999700992.0;830127996928.0;1055393972224.0;3565929889792.0;9390999552.0;27.671;33.649289099526065;2024-03-07 18:46:58
SILO;2310.0;1280.0;2740.0;0.17273001;0.1929;0.15704;24.632118;93.78;3.9602735;583.293;buy;1887820.0;12968699904.0;2116.775;2233.8;29957696782336.0;1016861032448.0;1889954037760.0;10832121430016.0;867575988224.0;78.409;70.54794520547945;2024-03-07 18:46:58
SIMA;50.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;50.0;50.0;22129500160.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
SIMP;370.0;354.0;452.0;0.2079;0.3125;0.04322;7.613169;48.6;0.3308265;1118.411;none;1328600.0;15501299712.0;388.94;369.44;5735481081856.0;5161182822400.0;3829753970688.0;16002643394560.0;8557299761152.0;332.951;16.3265306122449;2024-03-07 18:46:58
SINI;805.0;565.0;2240.0;0.056760002;0.0;0.0;0.0;0.0;0.0;-1414.932;none;8710.0;481000000.0;1153.775;909.3;387205005312.0;20855922688.0;49791574016.0;322368929792.0;1006094123008.0;43.36;14.328358208955224;2024-03-07 18:46:58
SIPD;980.0;805.0;1365.0;0.012150001;0.0;-0.13069001;0.0;0.0;1.4903175;657.578;none;920.0;7310000.0;1019.075;1049.0;1802317987840.0;676843028480.0;345387991040.0;6205398843392.0;922693992448.0;368.029;31.250000000000004;2024-03-07 18:46:58
SKBM;276.0;248.0;525.0;0.01344;0.4748;0.03376;0.0;0.0;0.48175862;572.901;none;2780.0;1730099968.0;303.83;295.12;477507584000.0;311177117696.0;117390221312.0;3176732033024.0;583864025088.0;179.86;10.108303249097473;2024-03-07 18:46:58
SKLT;195.0;178.0;682.5;0.05143;0.2048;0.13898;0.0;0.0;1.9430633;100.357;none;58100.0;6907400192.0;305.505;240.16;1346943057920.0;79362031616.0;40559591424.0;1764024778752.0;144408559616.0;12.766;3.3696729435084243;2024-03-07 18:46:58
SKRN;540.0;456.0;835.0;0.14507;0.4607;0.20431;0.0;0.0;4.108182;131.445;none;7917580.0;7118000128.0;582.125;529.42;3843719954432.0;234055450624.0;126382186496.0;943809691648.0;754498011136.0;32.882;22.163588390501317;2024-03-07 18:46:58
SKYB;51.0;50.0;52.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;51.0;51.0;29834999808.0;0.0;0.0;0.0;0.0;0.0;50.0;2024-03-07 18:46:58
SLIS;51.0;50.0;203.39645;0.07195;0.0;0.11703;0.0;0.0;0.37131688;137.349;none;9174740.0;2463340032.0;104.46355;64.78;125630341120.0;3909511936.0;-18795667456.0;454513786880.0;103327252480.0;1.587;0.6519055688707268;2024-03-07 18:46:58
SMAR;3790.0;3700.0;5750.0;0.03379;0.4363;0.13574;0.0;0.0;0.5837496;6492.51;none;11180.0;2872189952.0;4235.4;3831.2;10885599854592.0;1958720045056.0;5723320745984.0;66917926699008.0;15874337538048.0;681.96;4.390243902439025;2024-03-07 18:46:58
SMBR;232.0;224.0;402.0;0.115839995;0.1736;0.03184;0.0;0.0;0.73811775;314.313;none;1032120.0;9932529664.0;321.21;257.8;2304346947584.0;81433026560.0;356870651904.0;2011525677056.0;925633544192.0;8.199;4.49438202247191;2024-03-07 18:46:58
SMCB;1275.0;1155.0;2000.0;0.13732;0.3172;0.06732;-54.83871;-23.25;0.9455581;1348.41;none;63700.0;9019379712.0;1462.975;1315.4;11499708874752.0;371694993408.0;1915358937088.0;12135415414784.0;2785113014272.0;41.211;14.201183431952664;2024-03-07 18:46:58
SMDM;182.0;166.0;222.0;0.29;0.0;0.03395;0.0;0.0;0.4080059;446.072;none;221090.0;4772140032.0;184.37;184.88;868529471488.0;320059179008.0;2906272768.0;470833594368.0;83520274432.0;67.068;28.57142857142857;2024-03-07 18:46:58
SMDR;306.0;280.0;412.0;0.09082;0.2958;0.24951;0.0;0.0;10551.725;0.029;none;12085510.0;16375600128.0;342.3;338.36;5010933415936.0;381530912.0;326900096.0;872443328.0;387134208.0;0.023;19.696969696969695;2024-03-07 18:46:58
SMGA;0.0;61.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;190235980.0;0.0;99.291664;99.291664;822499999744.0;0.0;0.0;0.0;0.0;0.0;-55.96330275229357;2024-03-07 18:46:58
SMGR;5925.0;5625.0;7250.0;0.14502;0.6663;0.057210002;12.57001;471.36;0.93680876;6324.663;buy;7912630.0;6751540224.0;6406.125;6212.5;40002876604416.0;5929647996928.0;6133643739136.0;37439154421760.0;16797655891968.0;878.266;18.46153846153846;2024-03-07 18:46:58
SMIL;177.0;97.0;230.0;0.14526;0.0;0.0;0.0;0.0;2.3557596;75.135;none;135166860.0;8750019584.0;138.32;130.58;1548753436672.0;42792046592.0;186757611520.0;330521444352.0;126867324928.0;4.891;60.150375939849624;2024-03-07 18:46:58
SMKL;193.0;188.0;456.0;0.0387;0.0;0.011729999;0.0;0.0;0.7095719;271.995;none;53550.0;3418089984.0;237.08;198.2;659691339776.0;7447855616.0;242088886272.0;1849107283968.0;711297007616.0;2.179;1.8656716417910446;2024-03-07 18:46:58
SMKM;51.0;48.0;1025.0;0.1292;0.0;0.04644;0.0;0.0;0.31582272;161.483;none;1706280.0;1252999936.0;100.31;52.82;63902998528.0;115871309824.0;91339563008.0;149678063616.0;223900000.0;92.475;0.3070624360286592;2024-03-07 18:46:58
SMLE;210.0;96.0;316.0;0.05796;0.0;0.0;0.0;0.0;0.0;0.0;none;224208340.0;2328120064.0;173.78947;173.78947;488905211904.0;1273797760.0;-1272338432.0;174755594240.0;23869423616.0;1.368;51.81818181818181;2024-03-07 18:46:58
SMMA;14525.0;10975.0;22200.0;0.19971001;0.0;0.054369997;0.0;0.0;4.0370245;3597.947;none;29950.0;142474000.0;13816.0;15157.0;92490258448384.0;70144168558592.0;-2046643011584.0;25894282330112.0;10640672423936.0;11015.682;31.625835189309576;2024-03-07 18:46:58
SMMT;835.0;615.0;1305.0;0.062030002;1.4175;0.28184998;0.0;0.0;3.5302076;236.53;none;195100.0;3150000128.0;1036.0;827.7;2630250135552.0;43886755840.0;155992064000.0;1016267079680.0;0.0;13.933;31.884057971014492;2024-03-07 18:46:58
SMRA;545.0;498.0;740.0;0.30125;0.1193;0.108660005;8.150142;66.87;0.9233704;590.229;buy;28290260.0;16508600320.0;611.1;571.0;8997186830336.0;3168605831168.0;1678831648768.0;6588448899072.0;6487874732032.0;191.937;19.421487603305785;2024-03-07 18:46:58
SMRU;50.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;50.0;50.0;624969973760.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
SMSM;1960.0;1420.0;2520.0;0.25152;0.6369;0.2947;11.494252;170.52;3.5935147;545.427;none;2769880.0;5758680064.0;1995.0;2049.9;11287012573184.0;1065597009920.0;1056164020224.0;5008542138368.0;310080012288.0;185.042;49.09090909090909;2024-03-07 18:46:58
SNLK;520.0;462.0;1245.0;0.017549999;0.0;-0.01731;0.0;0.0;1.5996653;325.068;none;3762500.0;450000000.0;759.495;498.78;234000007168.0;17125134336.0;6068527104.0;45158981632.0;31067101184.0;38.056;7.407407407407407;2024-03-07 18:46:58
SOCI;165.0;157.0;254.0;0.13791999;0.0;0.01593;0.0;0.0;3055.5554;0.054;none;1835930.0;7058999808.0;187.235;175.62;1164735021056.0;26821184.0;46618916.0;164604800.0;213036224.0;0.004;8.247422680412372;2024-03-07 18:46:58
SOFA;16.0;14.0;24.0;0.028570002;0.0;0.07727;0.0;0.0;0.5871991;27.248;none;179150.0;1653570048.0;19.005;16.34;26457120768.0;4727407616.0;11290545152.0;49715617792.0;722065472.0;2.859;20.0;2024-03-07 18:46:58
SOHO;500.0;458.0;600.0;0.06426;0.89059997;0.13457;0.0;0.0;0.2554337;1957.455;none;8050.0;12691699712.0;506.2925;482.68;6345849831424.0;427941003264.0;47300001792.0;7913484058624.0;18034999296.0;329.049;29.577464788732396;2024-03-07 18:46:58
SONA;700.0;605.0;1655.0;0.072340004;0.0;0.00504;0.0;0.0;0.784925;891.805;none;17960.0;662400000.0;1260.0;797.8;463680012288.0;524443418624.0;194336276480.0;652619022336.0;185564741632.0;791.732;9.047619047619047;2024-03-07 18:46:58
SOSS;464.0;366.0;590.0;0.01732;0.0;0.16194001;0.0;0.0;1.4156009;327.776;none;8130.0;799414016.0;516.84;461.68;370928091136.0;57331212288.0;-10490938368.0;1703810564096.0;114164580352.0;74.71;43.74999999999999;2024-03-07 18:46:58
SOTS;200.0;82.0;510.0;-0.16341;0.0;-0.05468;0.0;0.0;0.9127794;219.111;none;293970.0;1000000000.0;270.48;253.02;199999995904.0;11253749760.0;-10056897536.0;22514272256.0;165545246720.0;11.254;27.570093457943923;2024-03-07 18:46:58
SOUL;24.0;18.0;37.0;-0.24664;0.0;-0.025120001;0.0;0.0;0.617157;38.888;none;15498270.0;1082520064.0;24.12;28.1;25980481536.0;10235517952.0;0.0;4377938432.0;0.0;9.455;31.57894736842105;2024-03-07 18:46:58
SPMA;350.0;328.0;515.0;0.09122;0.0;0.10731;0.0;0.0;0.4824106;725.523;none;105330.0;3154089984.0;402.75;357.6;1103931506688.0;335570894848.0;700593930240.0;2732349980672.0;760817713152.0;106.392;11.76470588235294;2024-03-07 18:46:58
SPTO;540.0;535.0;615.0;0.119490005;0.5957;0.111870006;6.958763;77.6;0.9914569;544.653;none;687300.0;2700000000.0;569.05;553.1;1457999970304.0;189087694848.0;248196464640.0;2547937443840.0;336316792832.0;70.032;6.25;2024-03-07 18:46:58
SQMI;52.0;50.0;75.0;-4.25927;0.0;-0.17207001;0.0;0.0;5.3741217;9.676;none;3461970.0;15537600512.0;53.77;52.94;807955202048.0;2604926464.0;-20011020288.0;4386895872.0;249678757888.0;0.168;8.0;2024-03-07 18:46:58
SRAJ;1105.0;202.0;1110.0;0.06;0.0;-0.025309999;0.0;0.0;7.1514554;154.514;none;1827610.0;12000700416.0;545.515;555.34;13260774440960.0;593517019136.0;82888818688.0;2348852707328.0;3193805996032.0;49.456;99.44933920704845;2024-03-07 18:46:58
SRIL;146.0;145.0;155.0;-0.55922;0.0164;0.0;0.0;0.0;0.0;-0.044;none;0.0;20452200448.0;146.0;146.0;2986021224448.0;7613776.0;495832.0;298896896.0;1359115008.0;0.0;10.0;2024-03-07 18:46:58
SRSN;60.0;50.0;81.0;0.13084;0.0791;0.11599;0.0;0.0;0.51620454;116.233;none;1306750.0;6019999744.0;58.07;63.18;361199992832.0;19023548416.0;16313633792.0;1044486684672.0;219119190016.0;3.16;32.25806451612903;2024-03-07 18:46:58
SRTG;1560.0;1405.0;2250.0;0.97142;0.1775;-0.23743;9.436244;165.32;0.43778867;3563.363;strong_buy;8412680.0;13536799744.0;1621.65;1598.6;21117408378880.0;576597000192.0;1441701953536.0;-13790889377792.0;734227005440.0;42.595;18.34319526627219;2024-03-07 18:46:58
SSIA;575.0;322.0;600.0;0.10453;0.0;0.03134;17.445389;32.96;0.68538547;838.944;strong_buy;28563080.0;4555299840.0;428.465;444.7;2619297497088.0;783777988608.0;47989727232.0;4166336380928.0;2424019877888.0;172.314;91.00719424460432;2024-03-07 18:46:58
SSMS;1085.0;935.0;1820.0;0.29114;1.7811999;0.12246;19.727272;55.0;1.6658785;651.308;strong_buy;7277780.0;9525000192.0;1163.325;1082.5;10334625595392.0;201751691264.0;1624738365440.0;6574466138112.0;5186459795456.0;21.181;16.949152542372882;2024-03-07 18:46:58
SSTM;498.0;498.0;665.0;-0.00214;0.0;-0.03891;0.0;0.0;2.4281905;205.091;none;0.0;1170909952.0;525.935;498.74;583113179136.0;3390637568.0;1601243648.0;247459512320.0;0.0;2.896;0.0;2024-03-07 18:46:58
STAA;820.0;795.0;1050.0;0.28713;0.6866;0.18675;0.0;0.0;2.0913353;392.094;buy;4615970.0;10903400448.0;861.7;840.6;8940788121600.0;1057049018368.0;792980029440.0;5486235090944.0;1457720000512.0;96.947;9.803921568627452;2024-03-07 18:46:58
STAR;83.0;79.0;167.0;-0.34713;0.0;0.0064999997;0.0;0.0;0.7796136;106.463;none;41970.0;4800000000.0;117.83;98.24;398399995904.0;510595825664.0;4133985024.0;4771996160.0;857282112.0;106.374;4.545454545454546;2024-03-07 18:46:58
STRK;50.0;50.0;462.0;1.86824;0.0;0.0;0.0;0.0;0.12020011;415.973;none;7503520.0;10721699840.0;126.47115;51.8;536085004288.0;16254377984.0;-1743509760.0;37966016512.0;4307028480.0;141.96;0.0;2024-03-07 18:46:58
STTP;10700.0;6975.0;16900.0;0.2224;0.0;0.21402;0.0;0.0;3.0550942;3502.347;none;960.0;1310000000.0;10065.375;9694.5;14017000112128.0;2263219175424.0;947111133184.0;4979380715520.0;13079872512.0;1727.648;37.531486146095716;2024-03-07 18:46:58
SUGI;50.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
SULI;126.0;92.0;220.0;-0.36852002;0.0;16.21426;0.0;0.0;25200.0;0.005;none;6612710.0;5403400192.0;136.575;131.24;680828403712.0;1384968.0;2354839.0;39389172.0;9588707.0;0.0;26.5625;2024-03-07 18:46:58
SUNI;350.0;260.0;530.0;0.18476;0.0;0.18489;0.0;0.0;1.5841045;220.945;none;89980.0;2500000000.0;360.165;372.84;874999971840.0;147741376512.0;-82427715584.0;642802581504.0;95435071488.0;59.097;33.33333333333333;2024-03-07 18:46:58
SUPR;39900.0;33900.0;39900.0;0.71118;0.0;0.19840999;97.324196;409.97;8.488076;4700.712;none;0.0;1137580032.0;36540.0;39900.0;45389445070848.0;2248999936.0;1602196996096.0;1883834023936.0;2832810901504.0;1.977;100.0;2024-03-07 18:46:58
SURE;1450.0;1100.0;1760.0;-0.3402;0.0;-0.30188;0.0;0.0;0.0;-70.238;none;69310.0;1497580032.0;1415.55;1280.3;2171491057664.0;16444055552.0;-61722734592.0;324587126784.0;421177524224.0;10.98;53.03030303030303;2024-03-07 18:46:58
SURI;0.0;135.0;750.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;42213260.0;0.0;329.32257;368.92;2153685712896.0;0.0;0.0;0.0;0.0;0.0;-21.95121951219512;2024-03-07 18:46:58
SWAT;50.0;50.0;68.0;-0.02131;0.0;-0.27591;0.0;0.0;0.7014098;71.285;none;331520.0;3019200000.0;50.785;50.0;150959996928.0;44169302016.0;32771807232.0;292918132736.0;395084300288.0;14.629;0.0;2024-03-07 18:46:58
SWID;75.0;65.0;109.0;0.37749;0.0;0.14851;0.0;0.0;1.7942584;41.8;none;378640.0;5385019904.0;78.195;75.86;403876478976.0;45351202816.0;-8135114240.0;138625040384.0;57684045824.0;8.422;22.727272727272727;2024-03-07 18:46:58
TALF;318.0;264.0;476.0;0.04024;0.0;0.03475;0.0;0.0;0.37188935;855.093;none;1450.0;1353440000.0;322.05;301.48;430393917440.0;37111320576.0;72245125120.0;1287463632896.0;319378358272.0;27.42;25.471698113207545;2024-03-07 18:46:58
TAMA;13.0;13.0;50.0;0.2832;0.0;-0.09873;0.0;0.0;0.27648985;47.018;none;13270.0;1200000000.0;28.825;16.6;15600000000.0;133516376.0;-17146254336.0;18819141632.0;138564534272.0;0.111;0.0;2024-03-07 18:46:58
TAMU;7.0;5.0;50.0;0.072620004;0.0;-0.085930005;0.0;0.0;6999.9995;0.001;none;0.0;37499998208.0;11.84;7.8;262499991552.0;3900602.0;4273119.0;11553157.0;24544544.0;0.0;4.444444444444445;2024-03-07 18:46:58
TAPG;570.0;505.0;665.0;0.25087;0.4318;0.17616;0.0;0.0;1.0911973;522.362;strong_buy;4725260.0;19852500992.0;555.65;550.1;11315926007808.0;815258992640.0;1577250062336.0;8637857136640.0;1499155005440.0;41.066;40.625;2024-03-07 18:46:58
TARA;8.0;7.0;50.0;-0.65699995;0.0;-0.0028799998;0.0;0.0;0.07683442;104.12;none;316200.0;10069600256.0;13.2;8.6;80556802048.0;14934467584.0;-2009389440.0;2795453696.0;0.0;1.483;2.3255813953488373;2024-03-07 18:46:58
TAXI;50.0;50.0;50.0;-1.07378;0.0;-0.07096;0.0;0.0;8.602891;5.812;none;60.0;10223599616.0;50.0;50.0;511179980800.0;7191865856.0;-3160825088.0;4839838208.0;0.0;0.703;0.0;2024-03-07 18:46:58
TAYS;100.0;62.0;260.0;-0.046690002;0.0;-0.00392;0.0;0.0;0.788656;126.798;none;4448300.0;1098919936.0;115.095;100.48;109891993600.0;558075072.0;11099185152.0;284976742400.0;185973161984.0;0.508;19.191919191919194;2024-03-07 18:46:58
TBIG;1880.0;1780.0;2300.0;0.63907003;0.5201;0.13045;27.06204;69.47;3.996709;470.387;hold;1951520.0;22636500992.0;2022.6;1974.4;42556620537856.0;801649000448.0;4668387229696.0;6555233157120.0;29482972872704.0;35.414;19.23076923076923;2024-03-07 18:46:58
TBLA;670.0;600.0;900.0;0.107200004;0.48759997;0.097720005;5.1067076;131.2;0.53203106;1259.325;hold;857090.0;6025370112.0;749.475;673.7;4036997939200.0;148003995648.0;-1179401060352.0;16655272902656.0;12205649035264.0;24.563;23.333333333333332;2024-03-07 18:46:58
TBMS;920.0;720.0;1745.0;0.01413;0.0;0.065120004;0.0;0.0;10697.674;0.086;none;60980.0;734680000.0;966.425;1194.6;675905601536.0;16317990.0;-22315440.0;704468864.0;45720752.0;0.022;19.51219512195122;2024-03-07 18:46:58
