kode;skg;lo;hi;om;dev;roe;pery;epsy;pbvy;bvy;aksiy;vol;m;cash;opcash;ph;ut;tcs
VKTR;151.0;105.0;244.0;-0.08180001;0.0;0.0;0;0.0;6.2497416;24.161;none;914519910.0;126.82609;543351996416.0;-310200991744.0;1128786952192.0;237462994944.0;12.419
VOKS;212.0;158.0;260.0;0.09573;0.0;0.06202;0;0.0;1.1704236;181.131;none;94320.0;201.32;63446536192.0;60555534336.0;2907711209472.0;956855812096.0;15.268
VRNA;89.0;83.0;112.0;0.17254;0.0;0.06103;0;0.0;0.688343;129.296;none;645940.0;89.575;43624398848.0;-298979131392.0;209573052416.0;1958718210048.0;7.67
VTNY;175.0;141.0;900.0;-0.15206;0.0;0.0;0;0.0;2.7745187;63.074;none;30953300.0;234.785;63374856192.0;0.0;128519036928.0;485402607616.0;10.115
WAPO;124.0;84.0;187.0;-0.00155;0.0;-0.032190003;0;0.0;2.1498663;57.678;none;3529650.0;118.22;7506434048.0;6939401216.0;338955108352.0;31352428.0;6.049
WEGE;80.0;71.0;145.0;0.02577;0.1453;0.06448;0;0.0;0.30196202;264.934;strong_buy;7409340.0;90.19;373054865408.0;248746131456.0;3266933161984.0;1066072604672.0;38.974
WEHA;166.0;100.0;192.0;0.1826;0.0;0.14866;0;0.0;1.1082922;149.78;none;11806780.0;158.08;26603380736.0;60024090624.0;250856259584.0;90643562496.0;18.215
WGSH;64.0;54.0;232.0;0.19003999;0.0;0.06225;0;0.0;1.2316219;51.964;none;270910.0;119.415;19425427456.0;1420922752.0;26627221504.0;665734528.0;18.634
WICO;121.0;105.0;322.0;-0.09179;0.0;-4.87515;0;0.0;19.63011;6.164;none;40.0;178.27081;8467379712.0;-54213558272.0;1455028305920.0;107531812864.0;3.537
WIDI;15.0;15.0;282.0;0.03093;0.0;0.0;0;0.0;1.7795706;8.429;none;71631130.0;78.57988;828076672.0;-799512448.0;10528615424.0;2005327232.0;0.69
WIFI;146.0;128.0;280.0;0.15513;0.0;0.11734;0;0.0;0.51926064;281.169;none;182478980.0;178.01;17713676288.0;64371077120.0;534736633856.0;659098632192.0;7.854
WIIM;1630.0;695.0;3850.0;0.31909;0.2901;0.32514;0;0.0;1.8925738;861.261;buy;2767540.0;2124.825;819820691456.0;240528572416.0;2531544006656.0;4304615936.0;395.671
WIKA;240.0;183.0;610.0;-0.41941002;0.0;-0.45418;-0.74303406;-323.0;0.30449164;788.199;hold;0.0;371.425;1781920038912.0;323313532928.0;23768600674304.0;33705907191808.0;198.679
WINE;400.0;282.0;795.0;0.27232;0.1292;0.19949;0;0.0;4.148775;96.414;none;274180.0;496.195;22148052992.0;-11582755840.0;252126003200.0;84345348096.0;8.173
WINR;50.0;50.0;50.0;0.17319;0.0;0.07348;0;0.0;0.7789011;64.193;none;13020.0;50.0;1115371392.0;10667004928.0;21541724160.0;68637282304.0;0.213
WINS;404.0;232.0;680.0;0.1342;0.0;0.04216;-1303.2258;-0.31;13466.667;0.03;none;3433190.0;424.96;7264184.0;19607322.0;70665544.0;18526174.0;0.002
WIRG;110.0;86.0;174.0;0.03585;0.0;0.0971;0;0.0;2.0463593;53.754;strong_buy;110383650.0;118.145;107649236992.0;134702997504.0;2363060387840.0;54455742464.0;9.023
WMPP;50.0;50.0;65.0;-0.36421;0.0;-0.28789;0;0.0;0.9582032;52.181;none;12610.0;50.0;25442260992.0;-714628661248.0;1786482393088.0;3087622733824.0;0.865
WMUU;50.0;50.0;56.0;-0.16860001;0.0;-0.13809;0;0.0;0.5747324;86.997;none;52170.0;50.0;1280535168.0;-63692886016.0;686938259456.0;1255151632384.0;0.099
WOMF;396.0;270.0;500.0;0.42958;0.2741;0.14725;0;0.0;0.8129297;487.127;none;1141790.0;368.23;342970007552.0;-685596016640.0;1193648062464.0;4543879839744.0;98.513
WOOD;346.0;250.0;500.0;0.17104;0.0;-0.01739;2.8453948;121.6;0.5622907;615.34;strong_buy;4171940.0;370.93;130670354432.0;442805452800.0;2336903921664.0;2751224872960.0;20.861
WOWS;50.0;50.0;50.0;0.17625;0.0;-0.011390001;0;0.0;0.2330633;214.534;none;22380.0;50.0;1800815616.0;13621850112.0;119473422336.0;108806299648.0;0.727
WSBP;50.0;50.0;95.0;-0.24595;0.0;-1.81609;0;0.0;0.0;-22.396;strong_buy;21210.0;50.0;44112519168.0;-116689485824.0;1695835357184.0;4303577939968.0;0.837
WSKT;202.0;195.0;276.0;0.016339999;0.0;-0.36655;3.7820632;53.41;0.9289534;217.449;hold;0.0;202.0;1513295970304.0;-174036549632.0;12815603597312.0;67169396195328.0;52.533
WTON;106.0;96.0;181.0;0.08724;0.3164;0.03014;2.4941177;42.5;0.26207134;404.47;strong_buy;5917580.0;132.61;294844956672.0;-49945376.0;5317986877440.0;967998701568.0;33.83
YELO;50.0;50.0;58.0;0.01089;0.0;0.00207;0;0.0;0.32373774;154.446;none;12940.0;50.265;17639213056.0;8089720832.0;1158709641216.0;0.0;9.222
YPAS;334.0;334.0;645.0;0.04062;0.0;0.09276;0;0.0;1.8076332;184.772;none;1350.0;482.235;163024336.0;53194358784.0;356784177152.0;100946100224.0;0.244
YULE;2350.0;2000.0;3060.0;-9.495999;0.0;0.01888;0;0.0;7.750072;303.223;none;6790.0;2231.0;20812963840.0;-17620797440.0;34758062080.0;1546382976.0;13.435
ZATA;50.0;50.0;83.0;-0.17549999;0.0;0.01174;0;0.0;0.8229504;60.757;none;8820.0;50.0;6034827264.0;-31754059776.0;203021860864.0;126227398656.0;0.71
ZBRA;456.0;440.0;500.0;0.024030002;0.0;-0.10126001;0;0.0;0.9827819;463.989;none;118640.0;461.16;27614844928.0;252463071232.0;1862541901824.0;1177244008448.0;10.999
ZINC;50.0;50.0;50.0;0.06487;0.0;-0.1435;0;0.0;1.6254877;30.76;none;0.0;50.0;58698313728.0;109530742784.0;538274988032.0;1562062094336.0;2.325
ZONE;1110.0;1015.0;1300.0;0.06165;0.0;0.15736;0;0.0;2.5812333;430.027;none;118990.0;1098.3;2565099264.0;54801399808.0;717993017344.0;232278097920.0;2.948
ZYRX;158.0;157.0;350.0;0.18807;0.0;0.34306;0;0.0;0.72765124;217.137;none;205250.0;205.66;15554535424.0;-153728204800.0;812834816000.0;141970210816.0;11.666
