kode;skg;lo;hi;om;dev;roe;pery;epsy;pbvy;bvy;aksiy;vol;m;cash;opcash;ph;ut;tcs
JKSW;60.0;60.0;60.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;60.0;0.0;0.0;0.0;0.0;0.0
JMAS;55.0;50.0;110.0;0.05664;0.0;0.01026;0;0.0;0.45879215;119.88;none;21592140.0;63.79;111928426496.0;7125052928.0;66288214016.0;0.0;111.928
JPFA;1155.0;1015.0;1410.0;0.01518;0.625;0.068;10.377358;111.3;1.0153989;1137.484;buy;21895160.0;1227.9;1505310015488.0;2371932127232.0;51175898480640.0;12845690388480.0;129.459
JRPT;665.0;480.0;770.0;0.4362;0.2713;0.114429995;8.843085;75.2;0.9556712;695.846;buy;1157470.0;636.425;330615717888.0;918049914880.0;2503645331456.0;2445803008.0;25.608
JSKY;52.0;52.0;52.0;-2.67717;0.0;-0.37048998;0;0.0;0.6580446;79.022;none;0.0;52.0;1186993792.0;-15866831872.0;148294467584.0;179898761216.0;0.584
JSMR;5150.0;3030.0;5525.0;0.2938;0.0809;0.20918;11.736019;438.82;1.3401257;3842.923;buy;11115520.0;4334.4;5799746207744.0;4165956009984.0;21318604947456.0;68820542685184.0;799.097
JSPT;1330.0;785.0;1350.0;0.26308;0.0;0.02276;0;0.0;1.493642;890.441;none;6880.0;980.45;1247309070336.0;375791878144.0;1703335821312.0;2743691378688.0;537.926
JTPE;286.0;200.0;378.0;0.15762;0.1727;0.23897;0;0.0;1.8855113;151.683;none;23614620.0;292.78;146049548288.0;382284267520.0;2207252480000.0;112840105984.0;21.315
KAEF;740.0;685.0;1935.0;0.00524;0.0;-0.00484;0;0.0;0.5111796;1447.632;none;1840990.0;880.95;792719982592.0;-376455561216.0;10187721146368.0;8002717351936.0;142.514
KARW;161.0;50.0;161.0;0.01798;0.0;0.0;0;0.0;0.0;-0.055;none;93210.0;63.575;1203698.0;4208943.0;7295207.0;44742860.0;0.002
KAYU;50.0;50.0;685.0;-0.15448;0.0;0.01283;0;0.0;0.4106304;121.764;none;1964430.0;257.66;379178016.0;-840823104.0;8344048640.0;7907092992.0;0.57
KBAG;50.0;50.0;50.0;-0.18746;0.0;-0.00548;0;0.0;0.92319053;54.16;none;9730.0;50.0;8347141632.0;21987368960.0;60171423744.0;28858234880.0;1.167
KBLI;312.0;284.0;360.0;0.0725;0.1223;0.05088;0;0.0;0.51458657;606.312;none;827170.0;327.03;553100181504.0;-56345681920.0;2595071721472.0;25741830144.0;138.025
KBLM;248.0;228.0;316.0;0.02362;0.0;0.027420001;0;0.0;0.22161774;1119.044;none;63080.0;272.12;8578012672.0;-61597224960.0;1531568455680.0;199930478592.0;7.659
KBLV;66.0;63.0;135.0;-0.6108;0.0;0.0;0;0.0;0.2985115;221.097;none;120060.0;86.465;297423011840.0;-287069011968.0;120474001408.0;0.0;170.72
KBRI;50.0;50.0;50.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;50.0;0.0;0.0;0.0;0.0;0.0
KDSI;1600.0;1005.0;2540.0;0.11889;0.0;0.12355;0;0.0;0.8267486;1935.292;none;39410.0;1502.15;56829382656.0;278572236800.0;2184584232960.0;141834764288.0;140.319
KDTN;103.0;94.0;177.0;0.14854999;0.0;0.0;0;0.0;1.9432863;53.003;none;516010.0;112.615;23773628416.0;6130751488.0;30327373824.0;6830573056.0;19.019
KEEN;830.0;515.0;1095.0;0.58851004;0.0958;0.104320005;0;0.0;18043.479;0.046;buy;15445600.0;789.025;2687386.0;14103694.0;48852208.0;103980280.0;0.001
KEJU;1160.0;1100.0;1355.0;0.12833999;1.4003;0.11692;0;0.0;2.5943356;447.128;none;38420.0;1186.05;152549474304.0;46446501888.0;1019669774336.0;0.0;101.687
KETR;236.0;160.0;294.0;0.5324;0.0;0.0;0;0.0;0.70640916;334.084;none;1499260.0;204.92;221552967680.0;-6514769920.0;465786863616.0;654628618240.0;77.977
KIAS;14.0;11.0;50.0;-0.02153;0.0;-0.03336;0;0.0;0.27830788;50.304;none;233840.0;18.5;47267201024.0;37050191872.0;574608113664.0;35501355008.0;3.166
KICI;164.0;103.0;218.0;-0.0804;0.0;-0.030250002;0;0.0;0.40719748;402.753;none;4781290.0;149.085;8044664832.0;1952227840.0;74838958080.0;10669220864.0;29.147
KIJA;119.0;115.0;190.0;0.18517;0.0;0.057789996;4.76;25.0;0.46432865;256.284;none;92808880.0;140.26;1254233866240.0;776253472768.0;3235352936448.0;4551782432768.0;61.086
KING;158.0;84.0;426.0;0.02391;0.0;0.0;0;0.0;4.47795;35.284;none;712260.0;149.07;17411620864.0;0.0;184146558976.0;19722352640.0;6.697
KINO;1400.0;1075.0;1655.0;0.06515;0.0;-0.33754003;8.641975;162.0;1.2668296;1105.121;underperform;39470.0;1427.15;216207212544.0;778840899584.0;3744791003136.0;2028636733440.0;156.806
KIOS;50.0;50.0;93.0;0.01849;0.0;0.00022;0;0.0;0.31561673;158.42;none;44620.0;61.31;1361702144.0;-2461742080.0;348344451072.0;0.0;1.266
KJEN;81.0;73.0;218.0;-0.025940001;0.0;-0.00034000003;0;0.0;0.64891887;124.823;none;1711010.0;106.22;123093168.0;-1659834368.0;8372854272.0;2781084672.0;0.246
KKES;50.0;50.0;116.0;0.00398;0.0;0.06125;0;0.0;1.1646596;42.931;none;5080.0;56.89;1465851264.0;-13317947392.0;230694191104.0;23710611456.0;0.977
KKGI;354.0;343.62933;593.62933;0.00061;0.20459999;0.29364002;0;0.0;11419.355;0.031;none;1161540.0;429.3014;51974840.0;46633748.0;312461184.0;5851252.0;0.011
KLAS;70.0;54.0;238.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;1194320.0;95.74603;0.0;0.0;0.0;0.0;0.0
KLBF;1500.0;1430.0;2350.0;0.09403;0.5968;0.13736;21.777004;68.88;3.3558247;446.984;hold;35039590.0;1754.375;2967536664576.0;2172142747648.0;30312738324480.0;1086064033792.0;64.155
KLIN;19.0;18.0;55.0;-0.24077;0.0;-0.106709994;0;0.0;0.7734897;24.564;none;351890.0;34.38;375004928.0;-8738539520.0;9521104896.0;8197024768.0;0.287
KMDS;428.0;402.0;690.0;0.19679001;0.0;0.26106;0;0.0;1.7754769;241.062;none;97230.0;466.64;43330822144.0;32083214336.0;323685253120.0;1161547520.0;54.164
KMTR;256.0;226.0;308.0;0.0029;0.0;-0.04822;0;0.0;1.1495905;222.688;none;9340.0;280.17;307419414528.0;460245663744.0;8457497870336.0;2149669011456.0;37.42
KOBX;150.0;135.0;326.0;0.030450001;0.0;-0.04383;0;0.0;0.68750256;218.181;none;371750.0;197.54;43694747648.0;-684376850432.0;2223603187712.0;876855558144.0;19.228
KOCI;54.0;50.0;142.0;0.26042998;0.0;0.0;0;0.0;2.4054525;22.449;none;5706970.0;53.12381;3591203072.0;-2203729408.0;73420324864.0;931825024.0;0.906
KOIN;71.0;65.0;132.0;-0.00587;0.0;-12.77668;0;0.0;0.0;-44.24;none;93500.0;75.855;30227810304.0;127922814976.0;3136774209536.0;18781300736.0;30.818
KOKA;80.0;50.0;174.0;0.21500999;0.0;0.0;0;0.0;1.9015926;42.07;none;50654610.0;71.45098;787599424.0;19325304832.0;205606813696.0;2750686720.0;0.367
KONI;1040.0;900.0;2980.0;0.07152;0.0;0.12324;0;0.0;2.5220191;412.368;none;2350.0;1239.725;28952889344.0;-1556734464.0;224413990912.0;0.0;92.798
KOPI;350.0;300.0;840.0;0.07707;0.0;0.040560003;0;0.0;2.4134436;145.021;none;21890.0;363.46;214353280.0;5129018880.0;196379312128.0;172574605312.0;0.307
KOTA;50.0;50.0;50.0;-0.33282003;0.0;-0.015039999;0;0.0;0.43300915;115.471;none;9320.0;50.0;1537114112.0;2699584512.0;26500706304.0;210364383232.0;0.146
KPAL;50.0;50.0;50.0;-0.16206;0.0;-0.11052;0;0.0;0.3223893;155.092;none;0.0;50.0;2086702208.0;-1118484224.0;54224896000.0;386466283520.0;1.952
KPAS;62.0;62.0;63.0;-15.95562;0.0;-0.25395;0;0.0;0.40718216;152.266;none;0.0;62.0;161532144.0;13649302528.0;34266585088.0;79956664320.0;0.21
KPIG;60.0;56.0;84.0;0.03607;0.0;0.01652;0;0.0;0.20828705;288.064;none;7932320.0;66.7;142193262592.0;261853233152.0;1419588665344.0;5933997490176.0;1.603
KRAH;436.0;436.0;436.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;436.0;0.0;0.0;0.0;0.0;0.0
KRAS;139.0;133.0;310.0;-0.011569999;0.0;-0.20702;5.56;25.0;4964.2856;0.028;none;4137120.0;181.0;105840000.0;371724992.0;1658807040.0;1602279936.0;0.005
KREN;50.0;50.0;50.0;0.00056;0.0;-0.04279;0;0.0;5.0443907;9.912;none;640.0;50.0;455472611328.0;41485352960.0;12336579477504.0;194975121408.0;25.018
KRYA;51.0;50.0;124.0;0.36465;0.0;-0.01826;0;0.0;0.8254164;61.787;none;1122920.0;67.265;26187294720.0;-2530492416.0;127564496896.0;27548717056.0;15.738
KUAS;52.0;50.0;63.0;0.064959995;0.0;0.057490002;0;0.0;0.4460265;116.585;none;361380.0;52.28;6993474048.0;784195136.0;158662868992.0;65323540480.0;5.41
LABA;50.0;50.0;76.0;0.082770005;0.0;-0.08931;0;0.0;0.923634;54.134;none;2366140.0;51.01;183051424.0;12075173888.0;13549237248.0;2901785600.0;0.181
LAJU;54.0;50.0;430.0;0.07216;0.0;0.0;0;0.0;0.9239456;58.445;none;9763960.0;75.765;54449139712.0;28086448128.0;164476977152.0;43285635072.0;25.326
LAND;20.0;12.0;50.0;-0.05743;0.0;-0.01513;0;0.0;0.12049427;165.983;none;1100440.0;40.01;43806593024.0;-25619591168.0;45911650304.0;123103502336.0;15.687
LAPD;0.0;5.0;50.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;355330.0;33.1;0.0;0.0;0.0;0.0;0.0
LCGP;114.0;114.0;114.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;114.0;0.0;0.0;0.0;0.0;0.0
LCKM;298.0;260.0;314.0;0.034849998;0.0;-0.00654;0;0.0;2.1937897;135.838;none;16590.0;294.33;7304557056.0;-2683058432.0;14685856768.0;0.0;7.305
LEAD;62.0;50.0;95.0;-0.04074;0.0;-0.26680002;0;0.0;10333.333;0.006;none;2935550.0;62.275;14892527.0;10823063.0;32506426.0;84242776.0;0.004
LFLO;53.0;43.0;83.0;0.01835;0.0;0.10566;0;0.0;1.4757476;35.914;none;90160.0;53.365;8030105088.0;-292653792.0;76692676608.0;1423107456.0;6.14
LIFE;6025.0;5550.0;6275.0;-0.030580001;1.4508001;0.03439;0;0.0;1.7003827;3543.32;none;59520.0;6071.0;5685094907904.0;-1174004957184.0;3324186984448.0;549000000.0;2707.188
LINK;1065.0;1030.0;2420.0;-0.09515;9.9086;-0.11482;2.7907343;381.62;0.6789541;1568.589;buy;38150.0;1548.0;236828999680.0;2392381980672.0;3925580972032.0;6875034157056.0;86.07
LION;470.0;466.0;900.0;0.14191;0.0;0.00995;0;0.0;0.49534115;948.841;none;8110.0;586.305;129138704384.0;6749000704.0;475325726720.0;78966087680.0;248.267
LIVE;0.0;150.0;199.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;44870260.0;172.5;0.0;0.0;0.0;0.0;0.0
LMAS;50.0;50.0;50.0;0.40675;0.0;0.0;0;0.0;0.0;-144.661;none;0.0;50.0;1647229056.0;0.0;39092310016.0;143609004032.0;2.091
LMAX;74.0;66.0;380.0;0.083450004;0.0;0.2626;0;0.0;2.3054397;32.098;none;50821530.0;191.20409;716711360.0;-761069632.0;37693607936.0;6650699264.0;1.575
LMPI;97.0;95.0;194.0;0.01138;0.0;-0.14022;0;0.0;0.5081753;190.879;none;14650.0;126.46;4104978688.0;12735690752.0;549130338304.0;259263741952.0;4.07
LMSH;408.0;400.0;565.0;-0.17146;0.0;-0.05677;0;0.0;0.3659961;1114.766;none;40.0;431.555;32224264192.0;2660162048.0;116895252480.0;0.0;335.669
LOPI;60.0;40.0;93.0;0.11251;0.0;0.0;0;0.0;1.8217148;32.936;none;1189250.0;67.18627;383220064.0;-7080648704.0;74151428096.0;4187824896.0;0.479
LPCK;585.0;560.0;1150.0;0.2536;0.0;0.0208;0.6312927;926.67;0.23075448;2535.162;none;396600.0;844.9;346413989888.0;23491999744.0;1036624003072.0;831796019200.0;129.278
LPGI;4160.0;3000.0;7025.0;-0.02311;30.3032;-0.04883;0;0.0;1.4867444;2798.06;none;1460.0;4969.575;281473155072.0;26638032896.0;2906517405696.0;2380004352.0;938.244
LPIN;330.0;280.0;442.0;0.12449;0.0;0.08035;0;0.0;0.45616025;723.43;none;42340.0;375.21;20299675648.0;2604956672.0;148378583040.0;160710672.0;47.764
LPKR;69.0;67.0;110.0;0.16258;0.0;0.029040001;4.3949046;15.7;0.30001435;229.989;underperform;18063330.0;90.825;2474623107072.0;1191947010048.0;16550331416576.0;20466559352832.0;34.913
LPLI;226.0;202.0;340.0;6.7929497;0.0;0.21252;0;0.0;0.16738299;1350.197;none;82290.0;242.08;411676999680.0;-26186999808.0;22580000768.0;0.0;351.731
LPPF;1665.0;1530.0;5225.0;0.14390999;1.7617;2.21103;4.153984;400.82;122.43547;13.599;underperform;3553270.0;2450.45;507631009792.0;2038662037504.0;6538585964544.0;3600503013376.0;224.586
LPPS;68.0;60.0;84.0;0.97754997;0.0;0.02592;0;0.0;0.17372642;391.42;none;204800.0;66.325;122959945728.0;-692903232.0;26253875200.0;0.0;47.507
LRNA;168.0;151.0;300.0;-0.07406;0.0;0.0;0;0.0;0.3401712;493.869;none;53560.0;188.47;293527840.0;15271546880.0;95662751744.0;12434853888.0;0.839
LSIP;880.0;820.0;1135.0;0.36453998;0.4732;0.06827;6.9166074;127.23;0.5288369;1664.029;hold;4996210.0;956.825;4511450005504.0;1411389980672.0;4189896048640.0;8416999936.0;661.506
LTLS;1130.0;975.0;1510.0;0.04479;0.8152;0.0548;0;0.0;0.6711146;1683.766;none;1752520.0;1114.1;277745008640.0;558806007808.0;7258107805696.0;1122326937600.0;178.631
LUCK;69.0;62.0;123.0;0.044299997;0.0;0.00773;0;0.0;0.36153668;190.852;none;341520.0;83.31;32585574400.0;12393378816.0;106674733056.0;16651669504.0;45.526
LUCY;145.0;109.22923;194.84134;-0.025120001;0.0;0.0;0;0.0;3.4480298;42.053;none;71400.0;144.04427;2780410624.0;-15956980736.0;86625583104.0;34269700096.0;2.604
MABA;50.0;50.0;50.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;50.0;0.0;0.0;0.0;0.0;0.0
MAGP;50.0;50.0;50.0;-0.16578;0.0;-0.91343004;0;0.0;6.113964;8.178;none;0.0;50.0;2382603264.0;8559209984.0;164281270272.0;358705659904.0;0.265
MAHA;196.0;159.0;306.0;0.19295;0.0;0.0;0;0.0;1.9882731;98.578;none;40479660.0;210.84177;242863046656.0;444735094784.0;1885605986304.0;218604240896.0;14.572
MAIN;505.0;402.0;595.0;0.09060001;0.0;0.059660003;8.985765;56.2;0.53249484;948.366;strong_buy;2346260.0;482.26;285219979264.0;548706189312.0;11701047001088.0;2442883235840.0;127.401
MAMI;50.0;50.0;50.0;-0.11216;0.0;-0.02822;0;0.0;0.5054385;98.924;none;0.0;50.0;3100160000.0;-16978739200.0;43353239552.0;385548124160.0;0.252
MANG;124.0;60.0;167.0;0.07486;0.0;0.0;0;0.0;0.0;0.0;none;15258460.0;98.0;1536240128.0;-18182881280.0;46679531520.0;24970217472.0;0.504
MAPA;1115.0;431.0;1170.0;0.1508;0.0813;0.29512;18.091839;61.63;5.9787445;186.494;strong_buy;32287300.0;812.5;616576974848.0;1002502029312.0;12562372493312.0;1756786065408.0;21.631
MAPB;1965.0;1800.0;2560.0;0.08316;0.0;0.112770006;0;0.0;2.7124288;724.443;none;3820.0;2039.825;602377027584.0;875906007040.0;4050934038528.0;500558004224.0;252.26
MAPI;1975.0;1305.0;2070.0;0.10152;0.065;0.24123;13.601929;145.2;3.4130814;578.656;buy;19950250.0;1841.7;3338426908672.0;3411709001728.0;31908654219264.0;6717011132416.0;201.844
MARI;52.0;50.0;143.0;-1.0334201;0.0;-0.66772;0.5531915;94.0;2.6721482;19.46;none;12705250.0;64.855;75726135296.0;-85796577280.0;81060028416.0;367309488128.0;14.417
MARK;870.0;436.0;875.0;0.30038;1.0726;0.15704;0;0.0;4.106156;211.877;none;28392510.0;622.715;24765673472.0;217016500224.0;488657223680.0;48835096576.0;6.517
MASA;4110.0;2250.0;6000.0;0.21346001;0.2619;0.2005;0;0.0;100243.9;0.041;none;4910.0;3603.625;3869424.0;103983720.0;463999232.0;2982678.0;0.0
MASB;3410.0;3010.0;3680.0;0.41829;0.0;0.075289994;0;0.0;1.3166577;2589.891;none;4650.0;3409.1;7465590063104.0;-697739116544.0;787637600256.0;29418682368.0;5324.916
MAXI;50.0;50.0;95.0;-0.05466;0.0;0.0;0;0.0;3.1924403;15.662;none;16500.0;55.10582;47843098624.0;32355547136.0;90638934016.0;34894876672.0;4.978
MAYA;214.0;149.0;406.0;0.03701;0.0;-0.0012800001;0;0.0;0.18205097;1175.495;none;50265970.0;253.03433;5065455173632.0;-2933451128832.0;1319587020800.0;3765755969536.0;428.102
MBAP;4090.0;4000.0;6875.0;0.0416;1.8891001;0.19416;0;0.0;25886.074;0.158;none;73720.0;4797.675;153476320.0;46324400.0;251448544.0;0.0;0.125
MBMA;545.0;496.0;955.0;0.07511;0.0;0.01864;0;0.0;38928.57;0.014;buy;41992950.0;703.375;327234624.0;-90978168.0;1040153536.0;565891008.0;0.003
MBSS;1065.0;940.0;1500.0;0.24249001;0.0;0.15086001;0;0.0;9342.105;0.114;none;196660.0;1209.325;124030232.0;28020830.0;70566136.0;13450633.0;0.071
MBTO;95.0;84.0;173.0;0.047909997;0.0;-0.06434;0;0.0;0.25221485;376.663;none;957250.0;105.575;8492175872.0;-7462652416.0;421965168640.0;169207480320.0;7.937
MCAS;2530.0;2500.0;9800.0;0.00503;0.0;0.009330001;66.0402;38.31;11.432445;221.3;strong_buy;268300.0;6268.775;243878838272.0;88951234560.0;12425779740672.0;294363267072.0;280.988
MCOL;5900.0;4030.0;7050.0;0.26735002;0.8631;0.49202;0;0.0;37341.77;0.158;none;66420.0;5123.975;232454688.0;272470624.0;1004874560.0;74043112.0;0.065
MCOR;74.0;67.0;89.0;0.35972;0.0;0.03788;0;0.0;0.42902532;172.484;none;2824740.0;78.31;1478935052288.0;691875020800.0;871570014208.0;561036001280.0;39.002
MDIA;50.0;50.0;55.0;-0.47826;0.0;-0.040939998;0;0.0;0.6842566;73.072;none;25640.0;50.0;5016102912.0;86508404736.0;888799887360.0;1765263409152.0;0.128
MDKA;2260.0;2060.0;4320.0;0.09698;0.0;-0.00401;24.004248;94.15;57948.715;0.039;buy;37093130.0;2808.75;472570048.0;43347832.0;1414040960.0;1470651648.0;0.02
MDKI;200.0;184.0;228.0;0.10712;0.0;0.05731;0;0.0;0.5408665;369.777;none;507620.0;201.375;224352993280.0;83517997056.0;487109001216.0;17229000704.0;88.672
MDLN;55.0;52.0;102.0;0.28917;0.0;0.15942;0;0.0;0.15811186;347.855;none;3613710.0;73.195;122297827328.0;-383692374016.0;2045007364096.0;6293954756608.0;10.236
MDRN;5.0;4.0;50.0;0.30069;0.0;0.0;0;0.0;0.0;-42.226;none;244490.0;10.755;1172734592.0;19722489856.0;44709654528.0;423077478400.0;0.154
MEDC;1365.0;840.0;1705.0;0.38486;0.103;0.21004;6.2133007;219.69;19225.352;0.071;buy;83758200.0;1168.625;538234112.0;965902464.0;2188292608.0;3122335232.0;0.022
MEDS;50.0;50.0;178.0;-1.0994201;0.0;-0.14557;0;0.0;1.2643503;39.546;none;137980.0;67.02;1018092544.0;5668942848.0;18326446080.0;9849292800.0;0.652
MEGA;5175.0;4300.0;5550.0;0.54631;0.8081;0.16564;0;0.0;2.7928317;1852.958;none;55400.0;5157.85;12088937283584.0;851307986944.0;7625451241472.0;18815593218048.0;1029.641
MEJA;0.0;93.0;174.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;110310480.0;123.3125;0.0;0.0;0.0;0.0;0.0
MENN;10.0;9.0;134.0;0.2493;0.0;0.04223;0;0.0;0.33594248;29.767;none;4578370.0;49.805;1797914368.0;-13989378048.0;7549879808.0;309091808.0;1.254
MERK;3950.0;3940.0;5100.0;0.18722;0.8939;0.21826;0;0.0;2.3776245;1661.322;none;87230.0;4501.9;169827123200.0;228400676864.0;1035913396224.0;16050235392.0;379.078
META;238.0;105.0;322.0;0.17538999;0.0;-0.04967;0;0.0;1.6372242;145.368;none;0.0;186.215;220340174848.0;20373848064.0;2214181470208.0;7055279652864.0;12.718
MFIN;3090.0;1640.0;3190.0;0.39965;0.5319;0.15457;0;0.0;2.4549918;1258.66;none;942120.0;2800.425;1450365943808.0;477079011328.0;1569174061056.0;3161527943168.0;547.308
MFMI;500.0;500.0;825.0;0.30754998;0.0;0.19750999;0;0.0;3.1953986;156.475;none;1390.0;657.725;99589808128.0;73835798528.0;165109465088.0;187367161856.0;131.458
MGLV;62.0;38.0;120.0;0.17031999;0.0;0.16143;0;0.0;0.92610574;66.947;none;344290.0;65.89;8821583872.0;27760455680.0;186645479424.0;37406949376.0;4.631
MGNA;9.0;8.0;50.0;0.34215;0.0;-0.025810001;0;0.0;1.2474012;7.215;none;222920.0;38.325;17658955776.0;-3844400128.0;50449534976.0;64359432192.0;5.178
MGRO;610.0;500.0;880.0;0.03509;0.0;-0.23629999;0;0.0;4.645248;131.317;none;6597090.0;650.75;253750362112.0;121329582080.0;6088622080000.0;1598151720960.0;71.98
MICE;505.0;488.0;945.0;0.08804;0.0771;0.05052;0;0.0;0.38474843;1312.546;none;6270.0;529.115;60836024320.0;473654944.0;1070675918848.0;289344880640.0;102.78
MIDI;438.0;314.69568;530.0;0.04188;0.2525;0.17183;21.200388;20.66;4.0121646;109.168;strong_buy;56815590.0;437.72507;326167986176.0;1432406982656.0;16989734043648.0;693715992576.0;9.755
MIKA;2600.0;2430.0;3200.0;0.29284;0.5443;0.16892;33.41473;77.81;6.4643974;402.203;buy;9706630.0;2741.55;1682146852864.0;1016965693440.0;4132931895296.0;0.0;120.953
MINA;50.0;50.0;67.0;0.03708;0.0;-0.02152;0;0.0;3.3335557;14.999;none;15280.0;50.765;2446918912.0;1301571328.0;12393922560.0;4691088896.0;0.373
MIRA;6.0;6.0;50.0;0.00827;0.0;-0.17778;0;0.0;0.14637002;40.992;none;273450.0;12.265;1563197952.0;8936509440.0;80707018752.0;51469811712.0;0.395
MITI;155.0;145.0;635.0;0.23313999;0.0;0.18414;0;0.0;1.833929;84.518;none;201360.0;274.2;156042231808.0;48810471424.0;294051512320.0;10944318464.0;44.071
MKAP;0.0;150.0;272.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;122798660.0;236.8125;0.0;0.0;0.0;0.0;0.0
MKNT;2.0;1.0;50.0;0.02391;0.0;0.0;0;0.0;0.0;-3.499;none;5562500.0;7.865;9386580992.0;31394744320.0;1704389902336.0;286822760448.0;1.707
MKPI;26175.0;25000.0;37000.0;0.45782003;0.4892;0.13426;0;0.0;3.7343595;7009.234;none;34890.0;28299.5;1239281434624.0;1297007640576.0;2290980225024.0;294748160000.0;1306.991
MKTR;130.0;111.0;330.0;0.20214;0.276;0.0;0;0.0;2.787606;46.635;none;413030.0;136.48;266409885696.0;34638987264.0;593523376128.0;686372356096.0;22.201
MLBI;7050.0;6975.0;9500.0;0.39804;0.6;0.96522003;13.252875;531.96;11.891189;592.876;buy;27780.0;8168.375;677702008832.0;1127407943680.0;3266218033152.0;384040009728.0;321.643
MLIA;406.0;400.0;565.0;0.18051;0.2984;0.13026;0;0.0;0.56706923;715.962;buy;4684790.0;433.53;499211337728.0;226988900352.0;4794932527104.0;1013411610624.0;75.467
MLPL;61.0;56.0;109.0;0.01599;0.0;0.0025099998;0;0.0;0.21680178;281.363;none;26403980.0;79.93;1825422966784.0;835787030528.0;10873175277568.0;2159602040832.0;117.241
MLPT;1490.0;1450.0;2140.0;0.11184;0.96730006;0.56137;0;0.0;4.4001474;338.625;none;7270.0;1707.85;617197010944.0;795453030400.0;3274838114304.0;257371996160.0;329.172
MMIX;73.0;53.0;710.0;0.26617;0.0;0.0;0;0.0;0.9204852;79.306;none;31774030.0;188.88;17212442624.0;0.0;196991401984.0;50475364352.0;7.172
MMLP;312.0;276.0;490.0;0.71629995;0.0;0.0228;0;0.0;0.48802462;639.312;none;420090.0;368.13;484136779776.0;204317376512.0;367028633600.0;1402548912128.0;70.275
MNCN;322.0;306.0;715.0;0.12358;0.0521;0.06514;3.0678353;104.96;0.21383557;1505.83;buy;73070160.0;491.39;1676114001920.0;1059539976192.0;7778308980736.0;1534746034176.0;126.718
MOLI;328.0;118.0;515.0;0.080520004;0.0;0.052059997;0;0.0;0.77897346;421.067;none;370010.0;315.78;35305021440.0;-25744551936.0;1448790065152.0;523048845312.0;12.961
MORA;470.0;440.0;500.0;0.37833;0.0;0.10406;0;0.0;1.7746229;264.845;none;229740.0;463.61;1524532510720.0;1833281257472.0;4591333670912.0;6644308639744.0;64.471
MPIX;0.0;115.0;416.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;196335850.0;156.94118;0.0;0.0;0.0;0.0;0.0
MPMX;1050.0;970.0;1360.0;0.04501;0.9375;0.105229996;8.473892;123.91;0.7629184;1376.294;buy;12746010.0;1034.1;2446843969536.0;327349010432.0;14687163908096.0;13159999488.0;560.399
MPOW;58.0;50.0;103.0;-0.34817;0.0;-0.0641;0;0.0;0.3859565;150.276;none;15400220.0;66.97;5550897152.0;20097679360.0;31878807552.0;59390431232.0;6.794
MPPA;52.0;50.0;127.0;-0.041160002;0.0;-1.35173;14.404432;3.61;2.4743052;21.016;buy;25171570.0;71.76;192679002112.0;24205000704.0;7002158792704.0;1526816964608.0;14.86
MPRO;1790.0;1245.0;4750.0;-0.80811995;0.0;-0.02641;0;0.0;19.421478;92.166;none;8030.0;2502.125;4152152064.0;-39621779456.0;4986754048.0;330315235328.0;0.418
MPXL;159.0;104.0;312.0;0.16315001;0.0;0.13288;0;0.0;3.5480776;44.813;none;30427290.0;177.56;2766268928.0;-6304887808.0;128229941248.0;30322681856.0;1.383
MRAT;364.0;320.0;880.0;0.01593;0.0;0.23211999;0;0.0;0.37724623;964.887;none;319330.0;484.875;124942565376.0;-59383468032.0;289326923776.0;137366740992.0;291.922
MREI;1395.0;1300.0;4920.0;0.022809999;0.1974;0.028250001;0;0.0;0.50905883;2740.351;none;8740.0;1984.875;176641327104.0;-10457962496.0;1834779803648.0;0.0;341.144
MSIE;22.0;16.0;90.0;0.18905;0.0;1.47632;0;0.0;0.29788905;73.853;none;6420920.0;33.9863;0.0;892811328.0;3711666688.0;0.0;0.0
MSIN;2900.0;1655.0;4430.0;0.020650001;0.0;0.05387;0;0.0;6.1371503;472.532;none;94880.0;3322.75;610535997440.0;549984993280.0;2970011041792.0;289998995456.0;50.311
MSJA;306.0;282.0;510.0;0.13084;0.0;0.0;0;0.0;0.0;0.0;none;20809190.0;341.0811;5017872.0;12505423.0;72551880.0;16511006.0;0.001
MSKY;74.0;68.0;320.0;-0.77761;0.0;-0.18185;0;0.0;0.38213468;193.649;none;16213640.0;148.695;7135000064.0;92271001600.0;864812007424.0;215610998784.0;0.716
MSTI;0.0;1250.0;1690.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;674660.0;1347.9269;0.0;0.0;0.0;0.0;0.0
MTDL;560.0;450.0;610.0;0.04918;0.29;0.20155;8.615385;65.0;1.9946004;280.758;strong_buy;6590970.0;524.145;1151371968512.0;-500542996480.0;20920980733952.0;820642971648.0;93.784
